episode,opsdemo_reward,baseline_reward
0,93.0,92.0
1,95.0,94.0
2,96.0,96.0
3,93.0,89.0
4,95.0,88.0
5,84.0,91.0
6,93.0,87.0
7,95.0,93.0
8,97.0,95.0
9,87.0,87.0
10,84.0,93.0
11,95.0,95.0
12,92.0,87.0
13,-40.0,92.0
14,93.0,89.0
15,-51.0,88.0
16,64.0,89.0
17,94.0,88.0
18,90.0,92.0
19,91.0,92.0
20,91.0,89.0
21,92.0,96.0
22,93.0,88.0
23,93.0,88.0
24,94.0,87.0
25,95.0,85.0
26,99.0,92.0
27,91.0,93.0
28,93.0,88.0
29,94.0,90.0
30,51.0,95.0
31,97.0,94.0
32,95.0,91.0
33,51.0,92.0
34,48.0,93.0
35,90.0,95.0
36,90.0,92.0
37,92.0,89.0
38,94.0,91.0
39,96.0,92.0
40,93.0,88.0
41,95.0,85.0
42,96.0,96.0
43,93.0,96.0
44,94.0,91.0
45,88.0,98.0
46,89.0,86.0
47,83.0,94.0
48,-61.0,91.0
49,87.0,96.0
50,92.0,95.0
51,98.0,92.0
52,55.0,92.0
53,95.0,89.0
54,95.0,92.0
55,94.0,98.0
56,92.0,90.0
57,85.0,88.0
58,75.0,97.0
59,91.0,85.0
60,92.0,93.0
61,87.0,92.0
62,96.0,96.0
63,91.0,96.0
64,92.0,82.0
65,88.0,88.0
66,77.0,93.0
67,52.0,84.0
68,95.0,93.0
69,84.0,95.0
70,93.0,87.0
71,92.0,89.0
72,94.0,85.0
73,89.0,94.0
74,94.0,93.0
75,90.0,93.0
76,92.0,96.0
77,88.0,90.0
78,89.0,92.0
79,96.0,94.0
80,95.0,96.0
81,93.0,96.0
82,92.0,94.0
83,-42.0,90.0
84,94.0,89.0
85,98.0,93.0
86,95.0,88.0
87,76.0,93.0
88,86.0,97.0
89,89.0,86.0
90,98.0,95.0
91,88.0,98.0
92,92.0,86.0
93,95.0,93.0
94,93.0,96.0
95,88.0,92.0
96,93.0,90.0
97,91.0,93.0
98,94.0,87.0
99,93.0,92.0
100,91.0,96.0
101,93.0,84.0
102,97.0,84.0
103,-63.0,94.0
104,-64.0,75.0
105,66.0,87.0
106,85.0,86.0
107,89.0,96.0
108,88.0,93.0
109,90.0,90.0
110,91.0,89.0
111,88.0,85.0
112,93.0,90.0
113,79.0,83.0
114,97.0,91.0
115,82.0,86.0
116,-57.0,95.0
117,53.0,94.0
118,90.0,92.0
119,97.0,89.0
120,93.0,87.0
121,93.0,92.0
122,93.0,95.0
123,91.0,87.0
124,95.0,96.0
125,92.0,92.0
126,95.0,93.0
127,93.0,96.0
128,94.0,94.0
129,92.0,92.0
130,93.0,93.0
131,90.0,89.0
132,94.0,95.0
133,71.0,92.0
134,85.0,93.0
135,40.0,93.0
136,99.0,98.0
137,88.0,95.0
138,91.0,83.0
139,90.0,87.0
140,95.0,98.0
141,93.0,85.0
142,92.0,95.0
143,87.0,91.0
144,94.0,92.0
145,93.0,93.0
146,87.0,88.0
147,93.0,92.0
148,68.0,88.0
149,84.0,90.0
150,90.0,92.0
151,93.0,91.0
152,45.0,88.0
153,61.0,91.0
154,99.0,94.0
155,88.0,88.0
156,93.0,97.0
157,95.0,84.0
158,91.0,92.0
159,91.0,89.0
160,72.0,88.0
161,95.0,91.0
162,94.0,86.0
163,99.0,86.0
164,-42.0,90.0
165,92.0,92.0
166,65.0,96.0
167,91.0,91.0
168,87.0,92.0
169,79.0,92.0
170,93.0,93.0
171,96.0,95.0
172,83.0,86.0
173,93.0,93.0
174,74.0,91.0
175,90.0,87.0
176,91.0,92.0
177,90.0,84.0
178,-41.0,94.0
