episode,global_step,from_policy,to_policy,true_policy,normalized_error,running_error,best_candidate,best_candidate_error,current_candidate_error,switch_margin
10,224,direct,detour,detour,0.6912325620651245,0.0,detour,0.2731110453605652,0.6660626530647278,0.3929516077041626
12,401,detour,direct,attack,0.5553288459777832,0.0,direct,0.2263251096010208,0.5942991375923157,0.36797402799129486
12,492,direct,detour,direct,0.43901267647743225,0.0,detour,0.096811942756176,0.4645799398422241,0.3677679970860481
67,2287,detour,direct,attack,0.7090445756912231,0.0,direct,0.29418694972991943,0.6917815208435059,0.3975945711135864
68,2370,direct,attack,attack,0.34428876638412476,0.0,attack,0.011793026700615883,0.37636104226112366,0.3645680155605078
77,2615,attack,detour,detour,0.637323260307312,0.0,detour,0.1979050189256668,0.6174010038375854,0.41949598491191864
95,3241,detour,attack,attack,0.37669509649276733,0.0,attack,0.11764409393072128,0.4808970093727112,0.3632529154419899
95,3339,attack,detour,attack,0.6324948072433472,0.0,detour,0.23469582200050354,0.6213542222976685,0.3866584002971649
189,6178,detour,direct,attack,0.6807971000671387,0.0,direct,0.3029937446117401,0.6839388608932495,0.3809451162815094
201,6656,direct,attack,attack,0.5967341065406799,0.0,attack,0.20843686163425446,0.5936861038208008,0.3852492421865463
213,6932,attack,detour,detour,0.34556645154953003,0.0,detour,0.02520846389234066,0.3873005509376526,0.36209208704531193
278,9082,detour,direct,attack,0.5895496010780334,0.0,direct,0.25154542922973633,0.6116471290588379,0.36010169982910156
289,9318,direct,detour,detour,0.47020795941352844,0.0,detour,0.13598957657814026,0.49882328510284424,0.362833708524704
