episode,opsdemo_reward,baseline_reward
0,89.0,97.0
1,99.0,87.0
2,89.0,96.0
3,93.0,93.0
4,91.0,91.0
5,97.0,92.0
6,98.0,88.0
7,94.0,93.0
8,95.0,93.0
9,89.0,93.0
10,94.0,89.0
11,90.0,93.0
12,99.0,98.0
13,93.0,81.0
14,-44.0,93.0
15,-58.0,90.0
16,79.0,94.0
17,79.0,99.0
18,93.0,87.0
19,88.0,91.0
20,94.0,97.0
21,99.0,92.0
22,96.0,92.0
23,92.0,85.0
24,90.0,94.0
25,92.0,85.0
26,97.0,86.0
27,96.0,95.0
28,93.0,94.0
29,93.0,93.0
30,92.0,88.0
31,88.0,85.0
32,-59.0,89.0
33,92.0,92.0
34,93.0,97.0
35,-66.0,93.0
36,83.0,89.0
37,90.0,94.0
38,85.0,90.0
39,97.0,92.0
40,88.0,93.0
41,94.0,90.0
42,92.0,92.0
43,94.0,97.0
44,84.0,91.0
45,91.0,92.0
46,90.0,92.0
47,51.0,93.0
48,77.0,93.0
49,94.0,94.0
50,71.0,86.0
51,97.0,88.0
52,79.0,96.0
53,94.0,89.0
54,89.0,95.0
55,93.0,94.0
56,91.0,82.0
57,93.0,85.0
58,94.0,86.0
59,99.0,96.0
60,94.0,99.0
61,85.0,94.0
62,97.0,91.0
63,95.0,87.0
64,96.0,86.0
65,93.0,93.0
66,91.0,95.0
67,88.0,97.0
68,44.0,96.0
69,-67.0,91.0
70,77.0,92.0
71,92.0,89.0
72,90.0,87.0
73,95.0,93.0
74,94.0,93.0
75,94.0,95.0
76,94.0,91.0
77,87.0,92.0
78,91.0,92.0
79,94.0,92.0
80,95.0,94.0
81,89.0,90.0
82,83.0,84.0
83,91.0,94.0
84,-68.0,90.0
85,58.0,94.0
86,89.0,91.0
87,89.0,87.0
88,92.0,90.0
89,90.0,87.0
90,90.0,88.0
91,89.0,89.0
92,92.0,98.0
93,92.0,94.0
94,91.0,89.0
95,93.0,93.0
96,94.0,94.0
97,-52.0,91.0
98,97.0,95.0
99,-56.0,91.0
100,94.0,84.0
101,85.0,86.0
102,88.0,90.0
103,95.0,88.0
104,90.0,92.0
105,91.0,92.0
106,95.0,91.0
107,93.0,90.0
108,84.0,94.0
109,93.0,93.0
110,98.0,88.0
111,94.0,86.0
112,90.0,98.0
113,93.0,90.0
114,80.0,94.0
115,94.0,96.0
116,62.0,94.0
117,98.0,92.0
118,-64.0,90.0
119,90.0,85.0
120,88.0,88.0
121,90.0,99.0
122,99.0,95.0
123,86.0,89.0
124,90.0,93.0
125,94.0,94.0
126,96.0,96.0
127,94.0,86.0
128,91.0,71.0
129,91.0,95.0
130,92.0,93.0
131,96.0,96.0
132,-62.0,92.0
133,92.0,89.0
134,92.0,92.0
135,64.0,96.0
136,75.0,87.0
137,92.0,92.0
138,92.0,97.0
139,95.0,84.0
140,96.0,84.0
141,89.0,87.0
142,97.0,88.0
143,90.0,88.0
144,86.0,91.0
145,96.0,89.0
146,93.0,89.0
147,87.0,95.0
148,95.0,89.0
149,96.0,86.0
150,96.0,95.0
151,95.0,93.0
152,98.0,92.0
153,95.0,92.0
154,81.0,93.0
155,-52.0,94.0
156,89.0,93.0
157,75.0,97.0
158,89.0,93.0
159,91.0,96.0
160,92.0,97.0
161,85.0,93.0
162,90.0,93.0
163,88.0,93.0
164,96.0,82.0
165,93.0,93.0
166,94.0,92.0
167,71.0,88.0
168,99.0,96.0
169,98.0,97.0
170,99.0,96.0
171,82.0,96.0
172,-52.0,94.0
173,92.0,88.0
174,88.0,94.0
175,86.0,89.0
176,95.0,85.0
177,81.0,89.0
178,90.0,95.0
179,92.0,87.0
180,87.0,84.0
181,94.0,88.0
182,88.0,91.0
183,89.0,93.0
184,92.0,98.0
185,91.0,91.0
186,48.0,96.0
187,-62.0,86.0
188,96.0,98.0
189,90.0,91.0
190,89.0,93.0
191,97.0,95.0
192,87.0,90.0
193,84.0,92.0
194,92.0,93.0
195,92.0,86.0
196,93.0,80.0
197,94.0,96.0
198,85.0,87.0
199,92.0,93.0
200,94.0,90.0
