episode,global_step,from_policy,to_policy,true_policy,normalized_error
35,1579,attack,attack,direct,0.2678333520889282
36,1600,attack,attack,detour,0.9010009765625
36,1612,attack,attack,detour,0.6005061864852905
36,1659,attack,attack,detour,0.3878106474876404
37,1696,attack,attack,detour,0.24490267038345337
37,1727,attack,direct,detour,0.882696270942688
37,1742,direct,attack,detour,0.7638750672340393
37,1778,attack,attack,attack,0.3856736421585083
37,1833,attack,attack,attack,0.22793632745742798
37,1870,attack,attack,attack,0.32754820585250854
37,1896,attack,attack,attack,0.3960687816143036
39,1940,attack,attack,direct,0.571277916431427
41,2000,attack,attack,direct,0.17701442539691925
43,2035,attack,direct,direct,0.859306275844574
44,2060,direct,attack,direct,0.6237167119979858
46,2077,attack,attack,direct,0.5062593221664429
47,2146,attack,attack,detour,0.1618155837059021
47,2217,attack,detour,detour,1.7296581268310547
47,2225,detour,direct,detour,0.9206051826477051
47,2233,direct,detour,detour,1.8570061922073364
47,2244,detour,direct,attack,0.6027704477310181
47,2274,direct,direct,attack,0.3315385580062866
48,2290,direct,direct,attack,0.3483656346797943
49,2315,direct,direct,attack,0.2615290880203247
49,2369,direct,direct,attack,0.45289647579193115
49,2400,direct,detour,direct,1.2824161052703857
49,2423,detour,detour,direct,0.2755868136882782
51,2446,detour,detour,direct,0.2731742560863495
52,2468,detour,detour,direct,0.8478260040283203
54,2494,detour,detour,direct,0.25006261467933655
56,2518,detour,detour,direct,0.6213729977607727
57,2540,detour,detour,direct,0.3679313659667969
58,2563,detour,detour,detour,0.34659773111343384
59,2592,detour,direct,detour,0.30788514018058777
59,2617,direct,detour,detour,0.7383912801742554
60,2648,detour,detour,detour,0.4891165494918823
61,2686,detour,attack,detour,0.548467755317688
61,2721,attack,attack,attack,0.2791922390460968
61,2746,attack,detour,attack,0.6082385182380676
61,2764,detour,direct,attack,0.47758108377456665
62,2797,direct,attack,attack,0.716162919998169
63,2842,attack,attack,attack,0.3229696452617645
63,2873,attack,attack,attack,0.4592047333717346
65,2902,attack,attack,direct,0.29881590604782104
68,2941,attack,attack,direct,0.15013332664966583
70,2971,attack,direct,direct,0.8183205127716064
71,3018,direct,direct,direct,0.2733616232872009
72,3041,direct,direct,detour,0.19669225811958313
72,3054,direct,attack,detour,0.4689509868621826
72,3070,attack,direct,detour,0.7948693037033081
72,3096,direct,direct,detour,0.42579662799835205
72,3136,direct,attack,detour,1.8056780099868774
72,3144,attack,direct,detour,1.5031665563583374
72,3153,direct,detour,detour,1.5658440589904785
72,3161,detour,direct,detour,0.8067234754562378
72,3173,direct,attack,detour,1.1721735000610352
72,3182,attack,direct,detour,0.6477553248405457
72,3192,direct,detour,detour,1.2845708131790161
72,3203,detour,attack,attack,0.6351039409637451
72,3227,attack,direct,attack,0.37166914343833923
72,3246,direct,detour,attack,0.42111027240753174
72,3267,detour,detour,attack,0.30309411883354187
72,3296,detour,detour,attack,0.42811310291290283
72,3327,detour,detour,attack,0.14811252057552338
72,3344,detour,direct,attack,1.014785885810852
73,3362,direct,direct,direct,0.42763519287109375
74,3379,direct,attack,direct,0.8719517588615417
76,3403,attack,attack,direct,0.4331514835357666
78,3461,attack,attack,direct,0.35123059153556824
80,3505,attack,attack,direct,0.16221244633197784
81,3529,attack,attack,detour,0.2846968173980713
81,3550,attack,attack,detour,0.3585261106491089
81,3562,attack,direct,detour,0.9924589395523071
81,3577,direct,detour,detour,0.5758419632911682
81,3587,detour,attack,detour,1.3960148096084595
81,3599,attack,direct,detour,0.7184122800827026
81,3618,direct,direct,detour,0.14293137192726135
81,3634,direct,detour,detour,0.7674456834793091
81,3645,detour,attack,detour,0.5794998407363892
81,3661,attack,direct,detour,0.5704030990600586
81,3675,direct,direct,detour,0.5738943815231323
81,3689,direct,detour,attack,0.4901141822338104
82,3715,detour,direct,attack,0.38998574018478394
83,3738,direct,attack,attack,0.34488120675086975
83,3787,attack,attack,attack,0.1586858183145523
84,3833,attack,attack,attack,0.3899191617965698
86,3870,attack,direct,direct,0.6222397089004517
88,3892,direct,direct,direct,0.29750558733940125
88,3908,direct,direct,direct,0.2699444890022278
89,3924,direct,detour,direct,0.5407074689865112
90,3951,detour,attack,direct,0.30571261048316956
93,3996,attack,attack,direct,0.6974009275436401
93,4017,attack,detour,detour,0.2839314639568329
93,4049,detour,detour,detour,0.5091071128845215
94,4070,detour,attack,detour,0.5849080681800842
94,4150,attack,attack,detour,0.21854564547538757
94,4240,attack,attack,attack,0.353376179933548
94,4288,attack,attack,attack,0.2272605001926422
94,4315,attack,detour,attack,0.560521125793457
94,4343,detour,direct,direct,0.4464160203933716
97,4371,direct,direct,direct,0.4380223751068115
98,4400,direct,attack,direct,0.38345423340797424
100,4442,attack,direct,direct,0.16059450805187225
102,4461,direct,attack,direct,1.498317003250122
102,4497,attack,attack,detour,0.3028304874897003
102,4532,attack,detour,detour,1.023897647857666
102,4541,detour,attack,detour,1.2585022449493408
102,4550,attack,detour,detour,0.747391939163208
102,4573,detour,detour,detour,1.3925737142562866
102,4583,detour,attack,detour,1.6510801315307617
102,4600,attack,attack,detour,0.2384561449289322
102,4615,attack,detour,detour,0.8181405067443848
102,4633,detour,detour,detour,0.8988521099090576
102,4642,detour,attack,attack,0.7772301435470581
102,4690,attack,attack,attack,0.11342661827802658
102,4755,attack,direct,attack,0.40544992685317993
103,4783,direct,detour,attack,0.25041860342025757
104,4811,detour,detour,direct,0.3638541102409363
104,4826,detour,detour,direct,0.27413299679756165
107,4854,detour,direct,direct,0.620728611946106
110,4896,direct,attack,direct,1.7280522584915161
111,4924,attack,attack,direct,0.6277258396148682
113,4966,attack,direct,detour,0.19181612133979797
113,4989,direct,direct,detour,0.5717947483062744
113,5016,direct,detour,detour,0.8402601480484009
113,5032,detour,detour,detour,0.2617742121219635
114,5066,detour,detour,detour,0.10415711998939514
115,5086,detour,direct,detour,1.5436807870864868
116,5121,direct,attack,attack,0.8856087327003479
116,5173,attack,attack,attack,0.3451257348060608
116,5203,attack,attack,attack,0.09475752711296082
116,5257,attack,direct,attack,0.5874525308609009
117,5274,direct,detour,attack,0.2352612465620041
119,5298,detour,direct,direct,0.3712812066078186
121,5333,direct,attack,direct,0.9721609354019165
125,5376,attack,attack,direct,0.23948830366134644
128,5424,attack,detour,direct,0.6763358116149902
129,5461,detour,detour,detour,0.3749149441719055
131,5498,detour,detour,detour,0.4970739483833313
131,5523,detour,detour,detour,0.7626817226409912
132,5547,detour,direct,detour,0.4360850751399994
132,5581,direct,attack,detour,0.7220959663391113
132,5651,attack,attack,attack,0.12541739642620087
132,5700,attack,attack,attack,0.19000084698200226
132,5740,attack,detour,attack,0.5316486358642578
135,5784,detour,attack,direct,0.3667683005332947
137,5839,attack,attack,direct,0.16411761939525604
140,5900,attack,direct,direct,0.3651800751686096
140,5930,direct,attack,detour,0.3099313974380493
140,5957,attack,attack,detour,0.3838552236557007
140,5984,attack,direct,detour,1.5220139026641846
140,5993,direct,attack,detour,0.5804581046104431
140,6003,attack,direct,detour,1.3810218572616577
140,6016,direct,attack,detour,1.5530717372894287
140,6024,attack,direct,detour,1.0669234991073608
140,6032,direct,attack,detour,1.3197060823440552
140,6042,attack,direct,detour,1.2007169723510742
140,6051,direct,direct,detour,1.0790960788726807
140,6061,direct,direct,detour,0.6229352355003357
140,6074,direct,detour,detour,1.1418638229370117
140,6083,detour,detour,attack,0.4377126395702362
140,6118,detour,detour,attack,0.3432113826274872
140,6136,detour,direct,attack,0.794048547744751
141,6151,direct,attack,attack,1.094714879989624
141,6198,attack,attack,attack,0.3425108790397644
141,6230,attack,attack,attack,0.4004087746143341
141,6243,attack,direct,direct,1.5892515182495117
143,6279,direct,direct,direct,0.5116528272628784
145,6325,direct,direct,direct,0.32485294342041016
148,6344,direct,detour,direct,0.7826020121574402
149,6377,detour,detour,direct,0.29917481541633606
150,6393,detour,detour,direct,0.21976904571056366
151,6425,detour,detour,detour,0.6169096231460571
151,6436,detour,detour,detour,0.35432174801826477
151,6449,detour,detour,detour,0.44631412625312805
152,6477,detour,detour,detour,0.24961358308792114
152,6512,detour,attack,detour,0.5958845019340515
153,6550,attack,detour,detour,0.6809118986129761
154,6571,detour,attack,attack,0.40400052070617676
154,6678,attack,attack,attack,0.1544870138168335
154,6724,attack,detour,direct,1.0041191577911377
156,6754,detour,detour,direct,0.09983305633068085
159,6795,detour,direct,direct,0.636594831943512
160,6813,direct,detour,direct,0.455117404460907
163,6857,detour,detour,direct,0.3803291320800781
164,6884,detour,detour,detour,0.20268476009368896
165,6922,detour,direct,detour,0.5421994924545288
165,6951,direct,detour,detour,0.5026541948318481
165,6978,detour,detour,detour,0.46498966217041016
167,7018,detour,direct,detour,0.3831886649131775
167,7040,direct,detour,attack,1.153586983680725
167,7067,detour,direct,attack,0.38584157824516296
168,7092,direct,direct,attack,0.4282797574996948
168,7131,direct,direct,attack,0.1781993955373764
169,7162,direct,direct,attack,0.6115075349807739
170,7183,direct,direct,attack,0.25480908155441284
172,7226,direct,direct,direct,0.17393630743026733
174,7273,direct,detour,direct,0.3814634084701538
175,7300,detour,detour,direct,0.44158679246902466
177,7348,detour,detour,direct,0.4013979136943817
178,7385,detour,direct,detour,1.0697675943374634
178,7415,direct,detour,detour,0.5522788763046265
180,7464,detour,direct,detour,1.163877248764038
180,7505,direct,direct,detour,0.4040989875793457
180,7524,direct,detour,attack,1.01523756980896
180,7547,detour,detour,attack,0.3939930498600006
180,7574,detour,direct,attack,0.2728230655193329
181,7587,direct,attack,attack,1.0953412055969238
181,7634,attack,attack,attack,0.23346638679504395
182,7689,attack,attack,direct,0.1391173154115677
186,7720,attack,attack,direct,0.3584440350532532
188,7771,attack,direct,direct,0.49394407868385315
190,7806,direct,attack,direct,1.0284476280212402
192,7848,attack,attack,detour,0.16189607977867126
192,7883,attack,detour,detour,0.8495392203330994
192,7893,detour,direct,detour,1.8008043766021729
192,7921,direct,direct,detour,0.2543526291847229
192,7933,direct,detour,detour,1.125960111618042
192,7939,detour,detour,detour,0.7555683851242065
192,7947,detour,direct,detour,1.9539844989776611
192,7958,direct,detour,detour,1.4644625186920166
192,7976,detour,attack,detour,0.628074049949646
192,8000,attack,direct,attack,1.6611828804016113
192,8029,direct,direct,attack,0.28079646825790405
192,8098,direct,direct,attack,0.1906643658876419
193,8118,direct,attack,attack,0.7625530362129211
193,8160,attack,attack,direct,0.5206083655357361
196,8196,attack,attack,direct,0.21550147235393524
199,8239,attack,attack,direct,0.20267844200134277
202,8297,attack,attack,direct,0.2029035985469818
204,8372,attack,attack,detour,0.13113662600517273
205,8447,attack,attack,detour,0.20385706424713135
205,8516,attack,attack,attack,0.10227885097265244
205,8617,attack,attack,attack,0.1459723711013794
205,8658,attack,attack,direct,0.13569855690002441
207,8712,attack,attack,direct,0.266200453042984
211,8758,attack,attack,direct,0.5097790956497192
214,8818,attack,attack,detour,0.08357928693294525
214,8886,attack,detour,detour,0.8615717887878418
214,8900,detour,detour,detour,1.4478694200515747
214,8911,detour,detour,detour,0.731657862663269
214,8922,detour,detour,detour,1.1680548191070557
214,8935,detour,attack,detour,0.7434118986129761
214,8964,attack,attack,attack,0.42165595293045044
214,9053,attack,attack,attack,0.19163046777248383
214,9101,attack,attack,attack,0.22742533683776855
215,9144,attack,attack,direct,0.17082637548446655
217,9192,attack,detour,direct,0.45276838541030884
219,9224,detour,detour,direct,0.22683000564575195
222,9256,detour,attack,direct,1.0216577053070068
223,9282,attack,detour,detour,0.3660142421722412
224,9334,detour,detour,detour,0.248236745595932
225,9365,detour,detour,detour,0.418362557888031
226,9398,detour,detour,detour,0.379441499710083
227,9442,detour,detour,attack,0.5354306697845459
227,9466,detour,attack,attack,0.5930986404418945
227,9595,attack,attack,attack,0.5259866714477539
228,9635,attack,attack,direct,0.4029456675052643
230,9688,attack,attack,direct,0.19978466629981995
234,9757,attack,detour,direct,0.3443639278411865
235,9792,detour,detour,detour,0.2193351686000824
236,9823,detour,detour,detour,0.4189368188381195
236,9858,detour,attack,detour,0.9887372255325317
236,9915,attack,detour,detour,0.8221709728240967
236,9934,detour,detour,attack,0.23637241125106812
236,9964,detour,detour,attack,0.6740317940711975
236,9997,detour,detour,attack,0.2670918405056
236,10066,detour,detour,attack,0.47807738184928894
238,10095,detour,detour,direct,0.31428977847099304
240,10116,detour,attack,direct,0.46228092908859253
243,10166,attack,detour,direct,0.41836994886398315
245,10207,detour,detour,direct,0.4814157485961914
246,10220,detour,detour,direct,0.4761243462562561
246,10254,detour,attack,detour,0.4901556372642517
247,10302,attack,attack,detour,0.14771637320518494
248,10338,attack,attack,detour,0.19263075292110443
248,10377,attack,attack,detour,0.150128573179245
248,10424,attack,attack,attack,0.10486683249473572
248,10525,attack,detour,attack,0.47932589054107666
249,10565,detour,detour,direct,0.19285276532173157
252,10615,detour,detour,direct,0.5359013080596924
253,10642,detour,detour,direct,0.28834208846092224
255,10671,detour,detour,direct,0.4203210473060608
257,10704,detour,detour,direct,0.9201948642730713
258,10740,detour,detour,detour,0.23616352677345276
259,10768,detour,detour,detour,0.3084028661251068
260,10798,detour,detour,detour,0.5381761789321899
261,10847,detour,detour,detour,0.1816766858100891
262,10888,detour,detour,attack,0.46882662177085876
262,10926,detour,detour,attack,0.3924703598022461
263,10985,detour,detour,attack,0.20470893383026123
264,11025,detour,detour,attack,0.5666371583938599
266,11046,detour,detour,direct,0.31070590019226074
270,11092,detour,detour,direct,0.44006606936454773
275,11164,detour,detour,direct,0.23203423619270325
278,11258,detour,detour,detour,0.48109275102615356
280,11302,detour,detour,detour,0.6937283873558044
281,11362,detour,detour,attack,0.30729779601097107
282,11430,detour,detour,attack,0.5677700638771057
282,11477,detour,detour,attack,0.13145938515663147
284,11522,detour,detour,direct,0.35586053133010864
286,11576,detour,detour,direct,0.2569318413734436
289,11645,detour,detour,direct,0.28008535504341125
291,11705,detour,detour,detour,0.2658602297306061
293,11749,detour,attack,detour,0.4995741844177246
293,11802,attack,detour,detour,0.37190961837768555
294,11834,detour,attack,detour,0.2682238817214966
294,11856,attack,attack,attack,0.18866488337516785
294,11946,attack,detour,attack,0.3895314931869507
294,11999,detour,detour,attack,0.15102609992027283
298,12051,detour,detour,direct,0.8478785157203674
302,12102,detour,detour,direct,0.23385410010814667
304,12168,detour,detour,detour,0.2710879445075989
306,12235,detour,detour,detour,0.3096972703933716
307,12287,detour,detour,detour,0.1461740881204605
308,12322,detour,detour,attack,0.6975048780441284
308,12361,detour,detour,attack,0.23648397624492645
308,12398,detour,attack,attack,0.4415144920349121
308,12480,attack,detour,direct,1.4940516948699951
309,12493,detour,direct,direct,0.6002823710441589
310,12518,direct,detour,direct,1.1540355682373047
312,12565,detour,detour,direct,0.39513012766838074
315,12615,detour,detour,direct,0.20124220848083496
317,12684,detour,detour,detour,0.1708349883556366
319,12749,detour,detour,detour,0.37860825657844543
320,12800,detour,attack,attack,0.9121713042259216
321,12960,attack,detour,direct,1.5827969312667847
323,13005,detour,detour,direct,0.19412830471992493
328,13084,detour,attack,direct,0.8511191606521606
329,13104,attack,detour,direct,0.27126067876815796
330,13142,detour,detour,detour,0.43445146083831787
332,13182,detour,direct,detour,1.432861328125
332,13218,direct,direct,detour,0.5949427485466003
332,13252,direct,direct,detour,0.2806418240070343
332,13283,direct,attack,attack,1.160761833190918
332,13366,attack,attack,attack,0.0726964995265007
332,13450,attack,attack,direct,0.23627068102359772
334,13489,attack,attack,direct,0.22200721502304077
337,13522,attack,attack,direct,0.31061798334121704
339,13580,attack,attack,direct,0.22932958602905273
340,13605,attack,direct,detour,0.38033831119537354
340,13626,direct,attack,detour,0.35413920879364014
341,13662,attack,attack,detour,0.394106924533844
341,13749,attack,direct,detour,1.4526550769805908
341,13759,direct,direct,detour,0.7255298495292664
341,13783,direct,direct,attack,0.5426912307739258
341,13822,direct,direct,attack,0.2219240367412567
342,13839,direct,attack,attack,0.7172866463661194
342,13904,attack,attack,attack,0.22919565439224243
343,13925,attack,direct,direct,0.9859941005706787
345,13961,direct,attack,direct,0.3851460814476013
348,14018,attack,attack,direct,0.25957587361335754
350,14065,attack,direct,direct,0.3144156038761139
351,14092,direct,attack,detour,0.46618902683258057
351,14128,attack,attack,detour,0.31495213508605957
351,14139,attack,direct,detour,0.5866203904151917
351,14150,direct,attack,detour,1.138272762298584
351,14218,attack,attack,detour,0.10562410205602646
351,14249,attack,direct,attack,0.3332448899745941
351,14278,direct,direct,attack,0.22503907978534698
352,14336,direct,direct,attack,0.4647456407546997
352,14373,direct,direct,attack,0.12781061232089996
354,14418,direct,direct,direct,0.21533918380737305
356,14472,direct,attack,direct,0.1167009249329567
360,14529,attack,direct,direct,0.3693956434726715
362,14575,direct,direct,detour,0.19291648268699646
363,14625,direct,attack,detour,0.4862997531890869
363,14683,attack,direct,detour,1.0468690395355225
363,14692,direct,detour,detour,1.5926413536071777
363,14700,detour,direct,detour,1.8136932849884033
363,14710,direct,detour,detour,0.6728706359863281
363,14718,detour,detour,detour,1.4898847341537476
364,14731,detour,direct,attack,0.5525326132774353
365,14777,direct,direct,attack,0.22011727094650269
366,14794,direct,detour,attack,0.6941163539886475
366,14843,detour,detour,attack,0.31621623039245605
370,14914,detour,attack,direct,0.2309594750404358
373,14955,attack,attack,direct,0.22962945699691772
376,15016,attack,attack,direct,0.24596059322357178
377,15106,attack,attack,detour,0.09256798028945923
377,15133,attack,direct,detour,1.5402687788009644
377,15142,direct,direct,detour,0.9405156970024109
377,15156,direct,direct,detour,0.4919399917125702
377,15168,direct,attack,detour,1.1350876092910767
377,15175,attack,attack,detour,1.1433072090148926
377,15184,attack,direct,detour,0.8525374531745911
377,15193,direct,attack,detour,1.1148942708969116
377,15202,attack,detour,attack,0.6565036177635193
377,15244,detour,detour,attack,0.3785924017429352
377,15271,detour,detour,attack,0.19698089361190796
377,15354,detour,detour,attack,0.24697345495224
381,15396,detour,detour,direct,0.582184910774231
384,15456,detour,detour,direct,0.10938024520874023
387,15529,detour,detour,detour,0.22610214352607727
389,15589,detour,direct,detour,0.7119710445404053
389,15629,direct,direct,detour,0.20525160431861877
389,15670,direct,attack,detour,1.9878013134002686
389,15676,attack,attack,detour,1.53135085105896
389,15683,attack,direct,attack,1.2260303497314453
390,15708,direct,detour,attack,0.9354269504547119
390,15820,detour,detour,attack,0.20633487403392792
392,15868,detour,detour,direct,0.08590823411941528
396,15930,detour,direct,direct,0.4123289883136749
398,15948,direct,detour,direct,0.5697588920593262
401,16020,detour,detour,detour,0.8936516046524048
401,16068,detour,attack,detour,2.1557488441467285
401,16128,attack,attack,detour,0.130592942237854
401,16148,attack,direct,detour,1.9383143186569214
401,16157,direct,attack,detour,0.7831180095672607
401,16174,attack,attack,attack,0.28979530930519104
401,16255,attack,attack,attack,0.11970935761928558
401,16317,attack,direct,attack,0.4039442837238312
402,16351,direct,detour,direct,0.5929766893386841
406,16421,detour,detour,direct,0.25200513005256653
410,16506,detour,detour,detour,0.11187352240085602
412,16563,detour,detour,detour,0.1074909195303917
413,16608,detour,attack,detour,0.4866504669189453
413,16639,attack,detour,detour,0.38815978169441223
414,16703,detour,detour,attack,0.1981392800807953
414,16743,detour,direct,attack,0.6260554790496826
415,16765,direct,detour,attack,0.3156144618988037
416,16807,detour,detour,direct,0.287202924489975
419,16866,detour,detour,direct,0.3196781575679779
421,16930,detour,direct,direct,0.1992354393005371
422,16986,direct,direct,detour,0.21437154710292816
423,17045,direct,direct,detour,0.1953388750553131
423,17098,direct,detour,detour,1.4189667701721191
423,17104,detour,detour,detour,1.116058349609375
423,17111,detour,detour,detour,0.890091061592102
423,17118,detour,detour,detour,1.3494925498962402
423,17125,detour,direct,attack,1.2097094058990479
424,17167,direct,direct,attack,0.11326901614665985
425,17201,direct,attack,attack,0.6432982087135315
426,17249,attack,detour,attack,0.8809600472450256
427,17285,detour,direct,direct,0.4359072148799896
429,17313,direct,attack,direct,0.3494715392589569
432,17347,attack,detour,direct,0.8621223568916321
433,17376,detour,direct,direct,0.4558619260787964
434,17406,direct,detour,direct,0.4039255380630493
436,17462,detour,direct,detour,0.565043568611145
436,17497,direct,direct,detour,0.6351226568222046
436,17531,direct,direct,detour,0.4282718598842621
436,17568,direct,attack,detour,1.020063877105713
436,17576,attack,direct,detour,1.6089972257614136
436,17588,direct,direct,detour,0.8164194226264954
436,17602,direct,detour,attack,0.8248438239097595
436,17651,detour,detour,attack,0.4724370837211609
436,17693,detour,direct,attack,0.7095287442207336
438,17736,direct,direct,attack,0.16178922355175018
440,17779,direct,detour,direct,1.0175280570983887
442,17823,detour,direct,direct,1.1788551807403564
443,17842,direct,direct,direct,0.1827799379825592
445,17880,direct,direct,direct,0.26301226019859314
447,17925,direct,attack,detour,0.5377128720283508
447,17953,attack,direct,detour,0.8726405501365662
447,17980,direct,attack,detour,1.7246906757354736
447,17991,attack,detour,detour,0.5777479410171509
447,18011,detour,detour,detour,0.8338536620140076
447,18025,detour,direct,detour,0.8635252714157104
447,18040,direct,direct,detour,0.38868337869644165
447,18054,direct,direct,detour,0.3643661141395569
447,18064,direct,attack,detour,0.9977908134460449
447,18075,attack,attack,detour,0.5139121413230896
447,18099,attack,attack,attack,0.17395058274269104
447,18226,attack,attack,attack,0.49276167154312134
447,18241,attack,detour,direct,0.5047915577888489
448,18278,detour,direct,direct,0.8117351531982422
450,18308,direct,direct,direct,0.6386402249336243
452,18351,direct,direct,direct,0.2492055892944336
454,18418,direct,direct,detour,0.21004338562488556
454,18451,direct,direct,detour,0.1499740332365036
454,18479,direct,detour,detour,1.4223206043243408
454,18489,detour,attack,detour,1.1052069664001465
454,18497,attack,detour,detour,1.0924068689346313
454,18507,detour,detour,detour,0.7020440101623535
454,18517,detour,direct,detour,0.995525598526001
454,18525,direct,direct,detour,0.2971114218235016
454,18535,direct,detour,detour,1.894435167312622
454,18546,detour,direct,detour,0.9813356399536133
454,18555,direct,detour,detour,1.8888630867004395
454,18565,detour,direct,attack,0.9977829456329346
455,18583,direct,direct,attack,0.461834192276001
455,18632,direct,direct,attack,0.32070496678352356
456,18674,direct,detour,attack,1.290649652481079
456,18714,detour,detour,attack,0.2094011902809143
458,18749,detour,detour,direct,0.22421199083328247
460,18778,detour,detour,direct,0.3124733567237854
462,18826,detour,detour,direct,0.12156248837709427
466,18904,detour,direct,detour,1.134066104888916
466,18917,direct,direct,detour,0.3272218108177185
466,18958,direct,direct,detour,0.16707764565944672
467,19010,direct,direct,detour,0.22115853428840637
467,19040,direct,attack,attack,1.478670358657837
467,19058,attack,attack,attack,0.5774512887001038
467,19105,attack,attack,attack,0.3997492790222168
467,19153,attack,attack,attack,0.30811047554016113
467,19200,attack,direct,direct,1.452532410621643
468,19241,direct,direct,direct,0.27924805879592896
473,19297,direct,direct,direct,0.26166924834251404
474,19326,direct,direct,direct,0.14403492212295532
475,19380,direct,direct,detour,0.16822627186775208
476,19443,direct,attack,detour,0.5474311709403992
476,19469,attack,direct,detour,1.9741870164871216
476,19477,direct,attack,detour,1.168257713317871
476,19486,attack,detour,detour,0.8584953546524048
476,19514,detour,attack,detour,1.5943785905838013
476,19524,attack,direct,attack,0.5756610035896301
477,19567,direct,detour,attack,0.7807058095932007
477,19622,detour,detour,attack,0.2755163609981537
477,19680,detour,attack,direct,1.3442457914352417
479,19711,attack,attack,direct,0.34650328755378723
482,19754,attack,attack,direct,0.1815643012523651
485,19799,attack,attack,direct,0.28007352352142334
486,19846,attack,attack,detour,0.474542498588562
486,19932,attack,attack,detour,0.13032051920890808
486,19947,attack,detour,detour,0.8314175009727478
486,19955,detour,attack,detour,0.8154775500297546
486,19964,attack,detour,detour,0.6194906830787659
486,19973,detour,attack,detour,0.9015275239944458
486,19983,attack,direct,detour,1.304254174232483
486,19991,direct,detour,detour,1.393467664718628
486,20003,detour,direct,attack,0.4791424870491028
486,20047,direct,direct,attack,0.18083485960960388
487,20060,direct,attack,attack,0.4313943386077881
487,20127,attack,direct,attack,0.15293961763381958
488,20154,direct,attack,attack,1.0688306093215942
491,20222,attack,attack,direct,0.14687523245811462
493,20247,attack,direct,direct,0.2686050236225128
496,20292,direct,direct,direct,0.2242487519979477
497,20327,direct,detour,detour,0.4148075580596924
497,20341,detour,direct,detour,1.4377305507659912
497,20353,direct,attack,detour,0.680881679058075
497,20391,attack,direct,detour,0.8596289157867432
497,20401,direct,direct,detour,1.4790573120117188
497,20412,direct,direct,detour,1.3414251804351807
497,20424,direct,attack,detour,1.028527021408081
497,20434,attack,direct,detour,0.9329642653465271
497,20445,direct,detour,detour,0.5013274550437927
497,20451,detour,attack,detour,1.1354210376739502
497,20461,attack,direct,detour,0.37169697880744934
497,20474,direct,detour,detour,0.8738793134689331
497,20482,detour,detour,attack,0.7650549411773682
497,20494,detour,detour,attack,0.5332841873168945
497,20511,detour,detour,attack,0.5625412464141846
497,20566,detour,detour,attack,0.21550455689430237
498,20641,detour,attack,direct,0.9444106221199036
501,20692,attack,detour,direct,0.3949769139289856
503,20734,detour,detour,direct,0.3238338530063629
507,20782,detour,detour,direct,0.23728467524051666
509,20825,detour,detour,detour,0.3380703926086426
511,20891,detour,detour,detour,0.22067642211914062
512,20954,detour,detour,detour,0.1793375462293625
513,20967,detour,direct,attack,0.7563415169715881
514,20999,direct,detour,attack,0.39590996503829956
