episode,global_step,episode_step,true_policy,new_assumed_policy
14,107,8,chase_y,chase_y
25,213,26,chase_x,chase_x
35,308,13,chase_y,chase_y
46,407,20,chase_x,chase_x
57,510,13,chase_y,chase_y
67,607,14,chase_x,chase_x
83,708,15,chase_y,chase_y
95,807,11,chase_x,chase_x
107,909,10,chase_y,chase_y
120,1007,13,chase_x,chase_x
131,1109,12,chase_y,chase_y
142,1212,14,chase_x,chase_x
152,1310,16,chase_y,chase_y
162,1410,5,chase_x,chase_x
172,1507,18,chase_y,chase_y
181,1610,17,chase_x,chase_x
191,1707,11,chase_y,chase_y
203,1807,9,chase_x,chase_x
215,1907,14,chase_y,chase_y
227,2009,12,chase_x,chase_x
240,2111,12,chase_y,chase_y
252,2206,8,chase_x,chase_x
264,2308,11,chase_y,chase_y
279,2416,14,chase_x,chase_x
292,2514,5,chase_y,chase_y
304,2613,21,chase_x,chase_x
313,2708,17,chase_y,chase_y
323,2808,11,chase_x,chase_x
335,2909,10,chase_y,chase_y
346,3007,12,chase_x,chase_x
356,3107,15,chase_y,chase_y
367,3210,15,chase_x,chase_x
378,3307,11,chase_y,chase_y
392,3407,9,chase_x,chase_x
403,3507,8,chase_y,chase_y
413,3610,17,chase_x,chase_x
424,3709,9,chase_y,chase_y
435,3809,13,chase_x,chase_x
444,3909,13,chase_y,chase_y
454,4011,12,chase_x,chase_x
466,4108,12,chase_y,chase_y
478,4209,10,chase_x,chase_x
488,4307,13,chase_y,chase_y
500,4411,11,chase_x,chase_x
514,4509,19,chase_y,chase_y
527,4606,4,chase_x,chase_x
543,4711,4,chase_y,chase_y
553,4809,21,chase_x,chase_x
565,4911,16,chase_y,chase_y
577,5013,2,chase_x,chase_x
587,5111,12,chase_y,chase_y
597,5209,21,chase_x,chase_x
609,5311,15,chase_y,chase_y
619,5407,9,chase_x,chase_x
630,5509,11,chase_y,chase_y
644,5607,8,chase_x,chase_x
653,5710,13,chase_y,chase_y
664,5808,11,chase_x,chase_x
675,5914,20,chase_y,chase_y
687,6012,14,chase_x,chase_x
700,6107,12,chase_y,chase_y
710,6212,17,chase_x,chase_x
722,6307,11,chase_y,chase_y
733,6407,11,chase_x,chase_x
742,6508,9,chase_y,chase_y
756,6610,10,chase_x,chase_x
766,6710,21,chase_y,chase_y
779,6808,8,chase_x,chase_x
792,6912,9,chase_y,chase_y
804,7007,9,chase_x,chase_x
816,7119,16,chase_y,chase_y
826,7209,12,chase_x,chase_x
837,7310,8,chase_y,chase_y
848,7409,12,chase_x,chase_x
862,7509,4,chase_y,chase_y
874,7611,11,chase_x,chase_x
886,7707,14,chase_y,chase_y
901,7807,11,chase_x,chase_x
913,7908,10,chase_y,chase_y
924,8009,11,chase_x,chase_x
934,8107,15,chase_y,chase_y
945,8208,13,chase_x,chase_x
956,8311,11,chase_y,chase_y
966,8410,18,chase_x,chase_x
977,8512,13,chase_y,chase_y
988,8607,9,chase_x,chase_x
