episode,global_step,episode_step,reward,episode_reward_so_far,intruder_policy,response_policy,response_policy_correct,winner,reason,collision,intruder_distance,agent_distance,interceptor_action_x,interceptor_action_y
0,1,1,-0.16233007669448854,-0.16233007669448854,direct,direct,True,,running,False,1.2294952869415283,1.0690242052078247,0.026000000536441803,-0.026000000536441803
0,2,2,-0.16354772806167606,-0.32587780475616457,direct,direct,True,,running,False,1.2114951610565186,1.0706124305725098,-0.026000000536441803,0.026000000536441803
0,3,3,-0.1574848806858063,-0.48336268544197086,direct,direct,True,,running,False,1.1934951543807983,1.035798192024231,-0.026000000536441803,-0.026000000536441803
0,4,4,-0.15149057865142823,-0.634853264093399,direct,direct,True,,running,False,1.1754951477050781,1.0013266801834106,-0.026000000536441803,-0.026000000536441803
0,5,5,-0.14557212948799136,-0.7804253935813904,direct,direct,True,,running,False,1.157495141029358,0.9672344326972961,-0.026000000536441803,-0.026000000536441803
0,6,6,-0.14701308369636537,-0.9274384772777557,direct,direct,True,,running,False,1.1394950151443481,0.9699391722679138,-0.026000000536441803,0.026000000536441803
0,7,7,-0.14017406463623047,-1.0676125419139861,direct,direct,True,,running,False,1.121495008468628,0.9312440752983093,0.026000000536441803,-0.026000000536441803
0,8,8,-0.13433788776397707,-1.2019504296779633,direct,direct,True,,running,False,1.1034948825836182,0.8975631594657898,-0.026000000536441803,-0.026000000536441803
0,9,9,-0.12859906911849978,-1.330549498796463,direct,direct,True,,running,False,1.0854949951171875,0.8643690943717957,-0.026000000536441803,-0.026000000536441803
0,10,10,-0.12296926736831668,-1.4535187661647797,direct,direct,True,,running,False,1.0674948692321777,0.8317200541496277,-0.026000000536441803,-0.026000000536441803
0,11,11,-0.12463420987129212,-1.5781529760360717,direct,direct,True,,running,False,1.0494948625564575,0.835544764995575,-0.026000000536441803,0.026000000536441803
0,12,12,-0.11921322107315066,-1.6973661971092224,direct,direct,True,,running,False,1.0314948558807373,0.8039398193359375,-0.026000000536441803,-0.026000000536441803
0,13,13,-0.11393620133399965,-1.8113023984432222,direct,direct,True,,running,False,1.013494849205017,0.7730547189712524,-0.026000000536441803,-0.026000000536441803
0,14,14,-100.0,-101.81130239844322,direct,direct,True,intruder,entered_big_circle,False,0.9954947829246521,0.777675211429596,-0.026000000536441803,0.024439871311187744
1,15,1,-0.25167142510414126,-0.25167142510414126,direct,direct,True,,running,False,1.4710301160812378,1.5761146545410156,-0.026000000536441803,0.026000000536441803
1,16,2,-0.2438145256042481,-0.49548595070838936,direct,direct,True,,running,False,1.4530301094055176,1.5323301553726196,0.026000000536441803,0.026000000536441803
1,17,3,-0.24172096610069277,-0.7372069168090821,direct,direct,True,,running,False,1.4350301027297974,1.517362356185913,-0.026000000536441803,0.026000000536441803
1,18,4,-0.23970672845840457,-0.9769136452674867,direct,direct,True,,running,False,1.4170300960540771,1.502791166305542,-0.026000000536441803,0.026000000536441803
1,19,5,-0.2377741014957428,-1.2146877467632295,direct,direct,True,,running,False,1.399030089378357,1.4886280298233032,-0.026000000536441803,0.026000000536441803
1,20,6,-0.23592549324035644,-1.450613240003586,direct,direct,True,,running,False,1.3810300827026367,1.4748849868774414,-0.026000000536441803,0.026000000536441803
1,21,7,-0.22810476183891298,-1.678718001842499,direct,direct,True,,running,False,1.3630300760269165,1.431281328201294,0.026000000536441803,0.026000000536441803
1,22,8,-0.2263584053516388,-1.9050764071941377,direct,direct,True,,running,False,1.3450301885604858,1.4180495738983154,-0.026000000536441803,0.026000000536441803
1,23,9,-0.22470379829406742,-2.1297802054882053,direct,direct,True,,running,False,1.3270301818847656,1.4052765369415283,-0.026000000536441803,0.026000000536441803
1,24,10,-0.22314350962638854,-2.352923715114594,direct,direct,True,,running,False,1.3090301752090454,1.392975091934204,-0.026000000536441803,0.026000000536441803
1,25,11,-0.22551097631454467,-2.5784346914291385,direct,direct,True,,running,False,1.2910301685333252,1.4003124237060547,-0.026000000536441803,-0.026000000536441803
1,26,12,-0.21864077210426333,-2.797075463533402,direct,direct,True,,running,False,1.273030161857605,1.3614614009857178,0.010326147079467773,0.026000000536441803
1,27,13,-0.21089447498321537,-3.0079699385166174,direct,direct,True,,running,False,1.2550301551818848,1.3182299137115479,0.026000000536441803,0.026000000536441803
1,28,14,-0.20315590262413027,-3.2111258411407477,direct,direct,True,,running,False,1.2370301485061646,1.2750370502471924,0.026000000536441803,0.026000000536441803
1,29,15,-0.1954259371757507,-3.4065517783164982,direct,direct,True,,running,False,1.2190301418304443,1.2318872213363647,0.026000000536441803,0.026000000536441803
1,30,16,-0.1940998709201813,-3.6006516492366796,direct,direct,True,,running,False,1.2010301351547241,1.2207568883895874,-0.026000000536441803,0.026000000536441803
1,31,17,-0.18641565203666688,-3.7870673012733462,direct,direct,True,,running,False,1.1830302476882935,1.1778358221054077,0.026000000536441803,0.026000000536441803
1,32,18,-0.1787449336051941,-3.9658122348785403,direct,direct,True,,running,False,1.1650302410125732,1.1349822282791138,0.026000000536441803,0.026000000536441803
1,33,19,-0.17761942505836487,-4.143431659936905,direct,direct,True,,running,False,1.147030234336853,1.1248546838760376,-0.026000000536441803,0.026000000536441803
1,34,20,-0.17001174449920656,-4.313443404436112,direct,direct,True,,running,False,1.1290302276611328,1.082316279411316,0.026000000536441803,0.026000000536441803
1,35,21,-0.16242499709129335,-4.475868401527405,direct,direct,True,,running,False,1.1110302209854126,1.0398825407028198,0.026000000536441803,0.026000000536441803
1,36,22,-0.15486191272735597,-4.630730314254762,direct,direct,True,,running,False,1.0930302143096924,0.9975671172142029,0.026000000536441803,0.026000000536441803
1,37,23,-0.14732559084892274,-4.778055905103685,direct,direct,True,,running,False,1.0750302076339722,0.9553855061531067,0.026000000536441803,0.026000000536441803
1,38,24,-0.1398197627067566,-4.917875667810441,direct,direct,True,,running,False,1.057030200958252,0.913356363773346,0.026000000536441803,0.026000000536441803
1,39,25,-0.13234882116317753,-5.050224488973619,direct,direct,True,,running,False,1.0390303134918213,0.8715016841888428,0.026000000536441803,0.026000000536441803
1,40,26,-0.12780925989151,-5.178033748865129,direct,direct,True,,running,False,1.0210301876068115,0.8443038463592529,0.026000000536441803,-0.026000000536441803
1,41,27,-0.12708683371543886,-5.305120582580568,direct,direct,True,,running,False,1.0030301809310913,0.836191713809967,-0.026000000536441803,0.026000000536441803
1,42,28,-100.0,-105.30512058258057,direct,direct,True,intruder,entered_big_circle,False,0.9850302934646606,0.8289896249771118,-0.026000000536441803,0.026000000536441803
2,43,1,-0.19803710341453556,-0.19803710341453556,direct,direct,True,,running,False,1.2346736192703247,1.2488539218902588,-0.026000000536441803,0.026000000536441803
2,44,2,-0.19641115427017214,-0.3944482576847077,direct,direct,True,,running,False,1.2166736125946045,1.2362241744995117,-0.026000000536441803,0.026000000536441803
2,45,3,-0.19492558598518372,-0.5893738436698914,direct,direct,True,,running,False,1.1986736059188843,1.2242963314056396,-0.026000000536441803,0.026000000536441803
2,46,4,-0.19358445167541505,-0.7829582953453065,direct,direct,True,,running,False,1.180673599243164,1.2130906581878662,-0.026000000536441803,0.026000000536441803
2,47,5,-0.18599310874938965,-0.9689514040946962,direct,direct,True,,running,False,1.1626734733581543,1.1706339120864868,0.026000000536441803,0.026000000536441803
2,48,6,-0.17842536330223085,-1.147376767396927,direct,direct,True,,running,False,1.144673466682434,1.1282951831817627,0.026000000536441803,0.026000000536441803
2,49,7,-0.17088401079177856,-1.3182607781887057,direct,direct,True,,running,False,1.1266734600067139,1.0860884189605713,0.026000000536441803,0.026000000536441803
2,50,8,-0.1633722460269928,-1.4816330242156985,direct,direct,True,,running,False,1.1086734533309937,1.0440295934677124,0.026000000536441803,0.026000000536441803
2,51,9,-0.16245718955993654,-1.644090213775635,direct,direct,True,,running,False,1.0906734466552734,1.034954309463501,-0.026000000536441803,0.026000000536441803
2,52,10,-0.16172452330589296,-1.805814737081528,direct,direct,True,,running,False,1.0726734399795532,1.026790976524353,-0.026000000536441803,0.026000000536441803
2,53,11,-0.16117864012718203,-1.96699337720871,direct,direct,True,,running,False,1.0546733140945435,1.019561529159546,-0.026000000536441803,0.026000000536441803
2,54,12,-0.16082350373268128,-2.127816880941391,direct,direct,True,,running,False,1.0366734266281128,1.0132858753204346,-0.026000000536441803,0.026000000536441803
2,55,13,-0.1606627082824707,-2.288479589223862,direct,direct,True,,running,False,1.0186734199523926,1.0079818964004517,-0.026000000536441803,0.026000000536441803
2,56,14,-0.15370011687278748,-2.4421797060966495,direct,direct,True,,running,False,1.0006734132766724,0.9686689376831055,0.026000000536441803,0.026000000536441803
2,57,15,-100.0,-102.44217970609665,direct,direct,True,intruder,entered_big_circle,False,0.9826734066009521,0.9297758936882019,0.026000000536441803,0.026000000536441803
