episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,assumed_policy,assumption_correct,predator_a_action,predator_b_action,switched,running_error_chase_x,running_error_chase_y
0,1,1,-1.0,-1.0,chase_x,chase_x,True,4,4,False,0.7215157610303002,0.0
0,2,2,-1.0,-2.0,chase_x,chase_x,True,4,2,False,0.6105089150433194,0.9571995950092111
0,3,3,-1.0,-3.0,chase_x,chase_x,True,1,2,False,0.4919403128686887,1.9171938017308894
0,4,4,-1.0,-4.0,chase_x,chase_x,True,4,2,False,1.4519144036581972,2.877189066411744
0,5,5,-1.0,-5.0,chase_x,chase_x,True,4,4,False,1.4097220542874493,2.8369379222873694
0,6,6,-1.0,-6.0,chase_x,chase_x,True,4,4,False,1.3669736280578886,2.796655336813023
0,7,7,99.0,93.0,chase_x,chase_x,True,4,4,False,1.940617690906451,2.68404005260212
1,8,1,-1.0,-1.0,chase_x,chase_x,True,2,3,False,2.8251142742694046,3.6440384886816712
1,9,2,-1.0,-2.0,chase_x,chase_x,True,3,0,False,3.7458007998260916,4.604036957437224
1,10,3,-1.0,-3.0,chase_x,chase_x,True,2,3,False,3.689496545130901,5.563978500467086
1,11,4,-1.0,-4.0,chase_x,chase_x,True,2,3,False,4.588509283686489,6.50978603800747
1,12,5,99.0,95.0,chase_x,chase_x,True,3,0,False,4.52174385090827,7.4556769298855965
2,13,1,-1.0,-1.0,chase_x,chase_x,True,2,3,False,4.481743848760194,8.0
2,14,2,-1.0,-2.0,chase_x,chase_x,True,2,3,False,4.441743807281423,8.0
2,15,3,-1.0,-3.0,chase_x,chase_x,True,2,3,False,4.401743759402087,8.0
2,16,4,99.0,96.0,chase_x,chase_x,True,2,3,False,4.35132096268798,8.0
3,17,1,-1.0,-1.0,chase_x,chase_x,True,3,3,False,4.31127737121179,8.0
3,18,2,-1.0,-2.0,chase_x,chase_x,True,1,3,False,4.271193097509319,8.0
3,19,3,-1.0,-3.0,chase_x,chase_x,True,1,3,False,4.231012676789534,8.0
3,20,4,-1.0,-4.0,chase_x,chase_x,True,3,3,False,5.163402487991216,8.0
3,21,5,-1.0,-5.0,chase_x,chase_x,True,1,1,False,6.115133243692614,7.959999409485581
3,22,6,-1.0,-6.0,chase_x,chase_x,True,3,2,False,6.071006774954613,8.0
3,23,7,99.0,93.0,chase_x,chase_x,True,3,2,False,7.010532588227616,8.0
4,24,1,-1.0,-1.0,chase_x,chase_x,True,2,3,False,6.959132208629612,8.0
4,25,2,-1.0,-2.0,chase_x,chase_x,True,2,3,False,7.911746322792861,8.0
4,26,3,-1.0,-3.0,chase_x,chase_y,False,2,1,True,8.0,3.9795119053432155
4,27,4,99.0,96.0,chase_x,chase_y,False,2,3,False,8.0,4.93724807745313
5,28,1,-1.0,-1.0,chase_x,chase_y,False,4,2,False,7.947876907383309,5.426983997711898
5,29,2,-1.0,-2.0,chase_x,chase_y,False,2,2,False,8.0,6.386195617258198
5,30,3,-1.0,-3.0,chase_x,chase_y,False,4,3,False,8.0,6.900171707155675
5,31,4,-1.0,-4.0,chase_x,chase_y,False,4,0,False,8.0,7.84119302314903
5,32,5,-1.0,-5.0,chase_x,chase_x,True,2,3,True,4.0,8.0
5,33,6,-1.0,-6.0,chase_x,chase_x,True,4,1,False,4.94462081397404,8.0
5,34,7,-1.0,-7.0,chase_x,chase_x,True,4,2,False,5.884450449788483,8.0
5,35,8,-1.0,-8.0,chase_x,chase_x,True,4,4,False,6.780942609084997,7.95999993717291
5,36,9,-1.0,-9.0,chase_x,chase_x,True,4,3,False,7.722254332837982,8.0
5,37,10,-1.0,-10.0,chase_x,chase_x,True,4,1,True,4.0,8.0
5,38,11,99.0,89.0,chase_x,chase_x,True,4,2,False,4.907994808783858,8.0
6,39,1,-1.0,-1.0,chase_x,chase_x,True,3,4,False,4.867994797594124,8.0
6,40,2,-1.0,-2.0,chase_x,chase_x,True,2,4,False,4.827993465710555,8.0
6,41,3,-1.0,-3.0,chase_x,chase_x,True,2,4,False,4.787991819303073,8.0
6,42,4,-1.0,-4.0,chase_x,chase_x,True,2,4,False,4.747969699456524,8.0
6,43,5,-1.0,-5.0,chase_x,chase_x,True,3,4,False,5.5883407066686415,8.0
6,44,6,-1.0,-6.0,chase_x,chase_x,True,2,0,False,5.511200992661118,8.0
6,45,7,-1.0,-7.0,chase_x,chase_x,True,3,0,False,6.385550103750707,8.0
6,46,8,-1.0,-8.0,chase_x,chase_x,True,3,2,False,7.331551700577497,7.959801686132081
6,47,9,-1.0,-9.0,chase_x,chase_x,True,3,3,True,4.0,8.0
6,48,10,-1.0,-10.0,chase_x,chase_x,True,3,4,False,3.942524200483163,8.0
6,49,11,-1.0,-11.0,chase_x,chase_x,True,3,4,False,4.889756904674229,8.0
6,50,12,99.0,88.0,chase_x,chase_x,True,2,1,False,5.761359851873034,8.0
7,51,1,99.0,99.0,chase_x,chase_x,True,2,3,False,6.717705907119668,8.0
8,52,1,-1.0,-1.0,chase_x,chase_x,True,2,1,False,7.452167926573979,8.0
8,53,2,-1.0,-2.0,chase_x,chase_y,False,2,4,True,8.0,3.979999995349159
8,54,3,-1.0,-3.0,chase_x,chase_y,False,4,1,False,7.896303586456872,4.939999969071549
8,55,4,-1.0,-4.0,chase_x,chase_y,False,4,1,False,8.0,5.899999960823608
8,56,5,-1.0,-5.0,chase_x,chase_y,False,4,4,False,7.959987819509114,5.8599980885887
8,57,6,99.0,94.0,chase_x,chase_y,False,2,4,False,7.915795600624284,6.7415147343253725
9,58,1,-1.0,-1.0,chase_x,chase_y,False,1,2,False,7.860533852314796,7.625568410869588
9,59,2,-1.0,-2.0,chase_x,chase_x,True,1,2,True,4.0,8.0
9,60,3,-1.0,-3.0,chase_x,chase_x,True,4,0,False,3.909932739152069,8.0
9,61,4,-1.0,-4.0,chase_x,chase_x,True,2,0,False,3.821839992742242,8.0
9,62,5,-1.0,-5.0,chase_x,chase_x,True,4,0,False,4.759690400264341,8.0
9,63,6,-1.0,-6.0,chase_x,chase_x,True,4,4,False,5.618215389135683,7.853621853321211
9,64,7,-1.0,-7.0,chase_x,chase_x,True,2,0,False,5.541825691182975,8.0
9,65,8,-1.0,-8.0,chase_x,chase_x,True,4,0,False,6.491510529792155,8.0
9,66,9,-1.0,-9.0,chase_x,chase_x,True,4,1,False,6.448073987642161,8.0
9,67,10,-1.0,-10.0,chase_x,chase_x,True,4,1,False,7.320194741964165,8.0
9,68,11,99.0,89.0,chase_x,chase_x,True,4,0,True,4.0,8.0
10,69,1,-1.0,-1.0,chase_x,chase_x,True,2,2,False,4.957462263642932,8.0
10,70,2,-1.0,-2.0,chase_x,chase_x,True,4,4,False,4.9008041766181165,7.959999999145527
10,71,3,-1.0,-3.0,chase_x,chase_x,True,2,4,False,5.791024101704743,7.9199999963298096
10,72,4,-1.0,-4.0,chase_x,chase_x,True,4,0,False,6.710881545568196,8.0
10,73,5,-1.0,-5.0,chase_x,chase_x,True,4,1,False,6.653442339728193,8.0
10,74,6,-2.0,-7.0,chase_x,chase_x,True,4,1,False,6.600499090429027,8.0
10,75,7,-1.0,-8.0,chase_x,chase_x,True,4,1,False,7.552826095116893,8.0
10,76,8,-1.0,-9.0,chase_x,chase_x,True,4,3,True,4.0,8.0
