episode,global_step,episode_step,true_policy,new_assumed_policy
4,26,3,chase_x,chase_y
5,32,5,chase_x,chase_x
5,37,10,chase_x,chase_x
6,47,9,chase_x,chase_x
8,53,2,chase_x,chase_y
9,59,2,chase_x,chase_x
9,68,11,chase_x,chase_x
10,76,8,chase_x,chase_x
12,85,1,chase_x,chase_x
16,104,2,chase_y,chase_y
16,110,8,chase_y,chase_x
16,115,13,chase_y,chase_y
16,120,18,chase_y,chase_x
16,127,25,chase_y,chase_x
16,132,30,chase_y,chase_y
17,146,7,chase_y,chase_x
18,153,7,chase_y,chase_x
18,159,13,chase_y,chase_x
18,165,19,chase_y,chase_x
18,170,24,chase_y,chase_x
18,177,31,chase_y,chase_x
18,183,37,chase_y,chase_y
19,192,6,chase_y,chase_x
19,199,13,chase_y,chase_x
19,207,21,chase_x,chase_x
20,214,2,chase_x,chase_y
20,219,7,chase_x,chase_x
20,225,13,chase_x,chase_x
22,240,7,chase_x,chase_x
25,257,7,chase_x,chase_x
26,264,5,chase_x,chase_x
27,280,9,chase_x,chase_x
28,286,6,chase_x,chase_x
28,291,11,chase_x,chase_x
30,304,7,chase_y,chase_y
30,309,12,chase_y,chase_x
30,315,18,chase_y,chase_x
30,323,26,chase_y,chase_x
30,328,31,chase_y,chase_x
30,334,37,chase_y,chase_x
31,339,2,chase_y,chase_y
31,345,8,chase_y,chase_x
31,352,15,chase_y,chase_x
31,357,20,chase_y,chase_x
31,364,27,chase_y,chase_x
31,370,33,chase_y,chase_x
31,375,38,chase_y,chase_x
32,382,5,chase_y,chase_y
32,389,12,chase_y,chase_x
32,399,22,chase_y,chase_y
33,407,5,chase_x,chase_x
35,426,11,chase_x,chase_y
35,432,17,chase_x,chase_x
37,449,5,chase_x,chase_x
38,458,4,chase_x,chase_x
39,464,3,chase_x,chase_x
39,470,9,chase_x,chase_x
40,484,9,chase_x,chase_x
42,503,6,chase_y,chase_y
42,509,12,chase_y,chase_x
42,514,17,chase_y,chase_x
42,520,23,chase_y,chase_x
42,526,29,chase_y,chase_x
42,532,35,chase_y,chase_x
43,539,2,chase_y,chase_y
44,549,6,chase_y,chase_x
44,554,11,chase_y,chase_x
44,560,17,chase_y,chase_x
44,565,22,chase_y,chase_x
44,571,28,chase_y,chase_x
44,579,36,chase_y,chase_x
45,586,3,chase_y,chase_y
45,591,8,chase_y,chase_x
46,598,7,chase_y,chase_x
47,612,6,chase_x,chase_x
48,619,3,chase_x,chase_x
49,628,2,chase_x,chase_x
49,635,9,chase_x,chase_x
50,643,6,chase_x,chase_y
50,648,11,chase_x,chase_x
50,653,16,chase_x,chase_y
51,665,5,chase_x,chase_x
51,672,12,chase_x,chase_y
52,679,7,chase_x,chase_x
53,690,6,chase_x,chase_x
55,697,4,chase_x,chase_y
56,707,4,chase_y,chase_x
57,713,6,chase_y,chase_y
60,736,8,chase_y,chase_x
62,743,1,chase_y,chase_y
62,749,7,chase_y,chase_x
64,757,3,chase_y,chase_x
64,763,9,chase_y,chase_x
64,769,15,chase_y,chase_x
64,774,20,chase_y,chase_x
64,780,26,chase_y,chase_x
64,785,31,chase_y,chase_x
64,793,39,chase_y,chase_y
65,804,10,chase_x,chase_x
66,811,5,chase_x,chase_y
66,816,10,chase_x,chase_x
66,823,17,chase_x,chase_x
67,832,9,chase_x,chase_x
69,843,5,chase_x,chase_x
71,854,4,chase_x,chase_x
72,864,8,chase_x,chase_x
74,878,5,chase_x,chase_x
75,888,8,chase_x,chase_x
77,903,6,chase_y,chase_y
78,908,1,chase_y,chase_x
78,913,6,chase_y,chase_x
78,918,11,chase_y,chase_x
78,927,20,chase_y,chase_x
78,933,26,chase_y,chase_x
78,938,31,chase_y,chase_x
78,944,37,chase_y,chase_x
79,952,5,chase_y,chase_x
79,957,10,chase_y,chase_y
81,973,6,chase_y,chase_x
81,978,11,chase_y,chase_y
81,984,17,chase_y,chase_x
82,990,2,chase_y,chase_x
82,997,9,chase_y,chase_x
83,1007,5,chase_x,chase_x
84,1020,8,chase_x,chase_x
85,1028,3,chase_x,chase_x
86,1039,6,chase_x,chase_x
88,1056,10,chase_x,chase_x
90,1069,5,chase_x,chase_y
91,1075,6,chase_x,chase_x
91,1083,14,chase_x,chase_x
93,1098,11,chase_x,chase_y
96,1123,7,chase_y,chase_x
97,1128,4,chase_y,chase_x
97,1134,10,chase_y,chase_x
97,1141,17,chase_y,chase_x
97,1149,25,chase_y,chase_x
97,1154,30,chase_y,chase_x
97,1161,37,chase_y,chase_x
98,1167,3,chase_y,chase_y
98,1173,9,chase_y,chase_x
98,1179,15,chase_y,chase_x
98,1186,22,chase_y,chase_x
98,1196,32,chase_y,chase_x
99,1209,5,chase_x,chase_x
103,1228,4,chase_x,chase_y
103,1236,12,chase_x,chase_x
104,1244,4,chase_x,chase_x
105,1253,3,chase_x,chase_x
108,1271,1,chase_x,chase_x
108,1277,7,chase_x,chase_x
110,1288,4,chase_x,chase_x
112,1304,5,chase_y,chase_x
112,1312,13,chase_y,chase_x
112,1318,19,chase_y,chase_x
112,1325,26,chase_y,chase_x
112,1331,32,chase_y,chase_y
113,1338,3,chase_y,chase_x
114,1347,6,chase_y,chase_x
114,1352,11,chase_y,chase_x
115,1358,3,chase_y,chase_y
115,1365,10,chase_y,chase_x
115,1371,16,chase_y,chase_x
115,1376,21,chase_y,chase_x
115,1383,28,chase_y,chase_x
115,1388,33,chase_y,chase_x
115,1394,39,chase_y,chase_x
118,1413,2,chase_x,chase_y
118,1418,7,chase_x,chase_x
120,1433,9,chase_x,chase_x
121,1438,5,chase_x,chase_x
122,1446,2,chase_x,chase_x
125,1463,1,chase_x,chase_x
126,1468,5,chase_x,chase_x
127,1478,7,chase_x,chase_x
128,1484,2,chase_x,chase_x
128,1489,7,chase_x,chase_x
129,1497,6,chase_x,chase_x
129,1504,13,chase_y,chase_x
129,1510,19,chase_y,chase_x
129,1517,26,chase_y,chase_x
129,1522,31,chase_y,chase_y
130,1530,3,chase_y,chase_x
131,1536,4,chase_y,chase_x
131,1541,9,chase_y,chase_x
131,1546,14,chase_y,chase_x
131,1551,19,chase_y,chase_x
131,1557,25,chase_y,chase_x
131,1564,32,chase_y,chase_x
131,1570,38,chase_y,chase_x
132,1575,3,chase_y,chase_x
132,1581,9,chase_y,chase_x
133,1588,2,chase_y,chase_y
133,1594,8,chase_y,chase_x
134,1604,9,chase_x,chase_x
136,1613,5,chase_x,chase_x
137,1618,5,chase_x,chase_x
137,1623,10,chase_x,chase_x
138,1630,5,chase_x,chase_x
139,1638,2,chase_x,chase_x
139,1645,9,chase_x,chase_y
140,1650,5,chase_x,chase_x
140,1658,13,chase_x,chase_x
142,1670,5,chase_x,chase_x
143,1678,7,chase_x,chase_x
145,1694,7,chase_x,chase_x
147,1702,3,chase_y,chase_y
149,1728,5,chase_y,chase_x
149,1733,10,chase_y,chase_x
149,1740,17,chase_y,chase_x
149,1746,23,chase_y,chase_x
149,1751,28,chase_y,chase_x
149,1758,35,chase_y,chase_x
150,1764,1,chase_y,chase_y
150,1772,9,chase_y,chase_x
151,1779,7,chase_y,chase_x
151,1785,13,chase_y,chase_x
151,1791,19,chase_y,chase_y
151,1796,24,chase_y,chase_x
151,1803,31,chase_x,chase_x
153,1821,4,chase_x,chase_x
153,1826,9,chase_x,chase_x
155,1844,6,chase_x,chase_x
156,1850,2,chase_x,chase_x
157,1856,4,chase_x,chase_y
157,1861,9,chase_x,chase_x
157,1866,14,chase_x,chase_x
158,1872,2,chase_x,chase_x
158,1878,8,chase_x,chase_x
160,1889,6,chase_x,chase_x
161,1903,11,chase_y,chase_y
162,1917,5,chase_y,chase_x
162,1923,11,chase_y,chase_y
164,1935,3,chase_y,chase_x
164,1940,8,chase_y,chase_x
164,1948,16,chase_y,chase_x
164,1953,21,chase_y,chase_x
165,1958,4,chase_y,chase_x
165,1963,9,chase_y,chase_x
165,1971,17,chase_y,chase_x
165,1976,22,chase_y,chase_x
167,1990,1,chase_y,chase_y
168,1999,4,chase_y,chase_x
169,2007,1,chase_x,chase_x
172,2015,1,chase_x,chase_y
172,2021,7,chase_x,chase_x
174,2034,4,chase_x,chase_x
176,2045,6,chase_x,chase_x
178,2052,1,chase_x,chase_y
179,2059,6,chase_x,chase_x
179,2068,15,chase_x,chase_x
183,2088,4,chase_x,chase_x
183,2099,15,chase_x,chase_x
184,2105,6,chase_y,chase_y
185,2114,1,chase_y,chase_x
185,2119,6,chase_y,chase_x
185,2125,12,chase_y,chase_x
185,2131,18,chase_y,chase_x
185,2140,27,chase_y,chase_x
185,2147,34,chase_y,chase_x
186,2154,1,chase_y,chase_y
187,2163,9,chase_y,chase_x
187,2168,14,chase_y,chase_x
187,2175,21,chase_y,chase_x
187,2180,26,chase_y,chase_x
187,2186,32,chase_y,chase_x
187,2192,38,chase_y,chase_y
