episode,opsdemo_reward,baseline_reward
0,89.0,97.0
1,99.0,87.0
2,90.0,96.0
3,94.0,93.0
4,83.0,91.0
5,92.0,92.0
6,92.0,88.0
7,99.0,93.0
8,94.0,93.0
9,95.0,93.0
10,91.0,89.0
11,93.0,93.0
12,90.0,98.0
13,61.0,81.0
14,66.0,93.0
15,92.0,90.0
16,94.0,94.0
17,57.0,99.0
18,94.0,87.0
19,88.0,91.0
20,94.0,97.0
21,99.0,92.0
22,96.0,92.0
23,92.0,85.0
24,90.0,94.0
25,92.0,85.0
26,97.0,86.0
27,96.0,95.0
28,93.0,94.0
29,93.0,93.0
30,92.0,88.0
31,92.0,85.0
32,81.0,89.0
33,93.0,92.0
34,69.0,97.0
35,95.0,93.0
36,92.0,89.0
37,-55.0,94.0
38,93.0,90.0
39,92.0,92.0
40,87.0,93.0
41,91.0,90.0
42,94.0,92.0
43,91.0,97.0
44,99.0,91.0
45,91.0,92.0
46,94.0,92.0
47,97.0,93.0
48,92.0,93.0
49,93.0,94.0
50,95.0,86.0
51,91.0,88.0
52,92.0,96.0
53,57.0,89.0
54,59.0,95.0
55,93.0,94.0
56,98.0,82.0
57,92.0,85.0
58,88.0,86.0
59,65.0,96.0
60,84.0,99.0
61,95.0,94.0
62,95.0,91.0
63,92.0,87.0
64,89.0,86.0
65,95.0,93.0
66,90.0,95.0
67,96.0,97.0
68,93.0,96.0
69,87.0,91.0
70,93.0,92.0
71,57.0,89.0
72,71.0,87.0
73,98.0,93.0
74,41.0,93.0
75,93.0,95.0
76,90.0,91.0
77,85.0,92.0
78,87.0,92.0
79,95.0,92.0
80,94.0,94.0
81,96.0,90.0
82,92.0,84.0
83,97.0,94.0
84,84.0,90.0
85,90.0,94.0
86,85.0,91.0
87,88.0,87.0
88,-62.0,90.0
89,63.0,87.0
90,88.0,88.0
91,81.0,89.0
92,94.0,98.0
93,92.0,94.0
94,94.0,89.0
95,97.0,93.0
96,90.0,94.0
97,92.0,91.0
98,93.0,95.0
99,95.0,91.0
100,94.0,84.0
101,91.0,86.0
102,90.0,90.0
103,95.0,88.0
104,93.0,92.0
105,96.0,92.0
106,-49.0,91.0
107,-51.0,90.0
108,95.0,94.0
109,70.0,93.0
110,99.0,88.0
111,99.0,86.0
112,91.0,98.0
113,87.0,90.0
114,97.0,94.0
115,90.0,96.0
116,81.0,94.0
117,82.0,92.0
118,95.0,90.0
119,93.0,85.0
120,84.0,88.0
121,95.0,99.0
122,62.0,95.0
123,97.0,89.0
124,94.0,93.0
125,96.0,94.0
126,91.0,96.0
127,93.0,86.0
128,62.0,71.0
129,94.0,95.0
130,95.0,93.0
131,82.0,96.0
132,97.0,92.0
133,87.0,89.0
134,90.0,92.0
135,86.0,96.0
136,91.0,87.0
137,89.0,92.0
138,87.0,97.0
139,-55.0,84.0
140,96.0,84.0
141,97.0,87.0
142,92.0,88.0
143,62.0,88.0
144,93.0,91.0
145,73.0,89.0
146,91.0,89.0
147,98.0,95.0
148,92.0,89.0
149,88.0,86.0
150,94.0,95.0
151,89.0,93.0
152,97.0,92.0
153,94.0,92.0
154,93.0,93.0
155,92.0,94.0
156,91.0,93.0
157,61.0,97.0
158,96.0,93.0
159,-62.0,96.0
160,58.0,97.0
161,78.0,93.0
162,95.0,93.0
163,88.0,93.0
164,96.0,82.0
165,90.0,93.0
166,87.0,92.0
167,91.0,88.0
168,95.0,96.0
169,92.0,97.0
170,89.0,96.0
171,88.0,96.0
172,92.0,94.0
173,-53.0,88.0
174,47.0,94.0
175,98.0,89.0
176,93.0,85.0
177,-41.0,89.0
178,81.0,95.0
179,95.0,87.0
180,92.0,84.0
181,88.0,88.0
182,92.0,91.0
183,94.0,93.0
184,89.0,98.0
185,-65.0,91.0
186,-45.0,96.0
187,96.0,86.0
188,69.0,98.0
189,96.0,91.0
190,93.0,93.0
191,94.0,95.0
192,94.0,90.0
193,91.0,92.0
194,96.0,93.0
195,88.0,86.0
196,96.0,80.0
197,87.0,96.0
198,92.0,87.0
199,92.0,93.0
200,94.0,90.0
