episode,opsdemo_reward,baseline_reward
0,82.0,97.0
1,76.0,87.0
2,95.0,96.0
3,87.0,93.0
4,94.0,91.0
5,89.0,92.0
6,86.0,88.0
7,81.0,93.0
8,92.0,93.0
9,92.0,93.0
10,93.0,89.0
11,-41.0,93.0
12,59.0,98.0
13,94.0,81.0
14,97.0,93.0
15,87.0,90.0
16,94.0,94.0
17,98.0,99.0
18,85.0,87.0
19,88.0,91.0
20,89.0,97.0
21,91.0,92.0
22,88.0,92.0
23,90.0,85.0
24,91.0,94.0
25,90.0,85.0
26,87.0,86.0
27,98.0,95.0
28,-40.0,94.0
29,92.0,93.0
30,95.0,88.0
31,90.0,85.0
32,96.0,89.0
33,93.0,92.0
34,91.0,97.0
35,82.0,93.0
36,94.0,89.0
37,95.0,94.0
38,93.0,90.0
39,93.0,92.0
40,91.0,93.0
41,96.0,90.0
42,95.0,92.0
43,83.0,97.0
44,95.0,91.0
45,96.0,92.0
46,85.0,92.0
47,86.0,93.0
48,99.0,93.0
49,94.0,94.0
50,76.0,86.0
51,54.0,88.0
52,90.0,96.0
53,78.0,89.0
54,84.0,95.0
55,95.0,94.0
56,95.0,82.0
57,92.0,85.0
58,99.0,86.0
59,96.0,96.0
60,95.0,99.0
61,92.0,94.0
62,93.0,91.0
63,90.0,87.0
64,91.0,86.0
65,97.0,93.0
66,88.0,95.0
67,89.0,97.0
68,-58.0,96.0
69,96.0,91.0
70,-56.0,92.0
71,95.0,89.0
72,91.0,87.0
73,93.0,93.0
74,89.0,93.0
75,95.0,95.0
76,83.0,91.0
77,94.0,92.0
78,94.0,92.0
79,86.0,92.0
80,88.0,94.0
81,95.0,90.0
82,88.0,84.0
83,43.0,94.0
84,91.0,90.0
85,98.0,94.0
86,89.0,91.0
87,-62.0,87.0
88,92.0,90.0
89,94.0,87.0
90,95.0,88.0
91,94.0,89.0
92,93.0,98.0
93,93.0,94.0
94,95.0,89.0
95,90.0,93.0
96,96.0,94.0
97,91.0,91.0
98,91.0,95.0
99,91.0,91.0
100,91.0,84.0
101,97.0,86.0
102,79.0,90.0
103,79.0,88.0
104,-47.0,92.0
105,71.0,92.0
106,88.0,91.0
107,94.0,90.0
108,90.0,94.0
109,87.0,93.0
110,79.0,88.0
111,96.0,86.0
112,81.0,98.0
113,91.0,90.0
114,95.0,94.0
115,94.0,96.0
116,99.0,94.0
117,57.0,92.0
118,93.0,90.0
119,75.0,85.0
120,69.0,88.0
121,55.0,99.0
122,88.0,95.0
123,94.0,89.0
124,99.0,93.0
125,91.0,94.0
126,95.0,96.0
127,93.0,86.0
128,94.0,71.0
129,96.0,95.0
130,86.0,93.0
131,88.0,96.0
132,99.0,92.0
133,92.0,89.0
134,97.0,92.0
135,93.0,96.0
136,88.0,87.0
137,99.0,92.0
138,63.0,97.0
139,95.0,84.0
140,-56.0,84.0
141,93.0,87.0
142,86.0,88.0
143,89.0,88.0
144,80.0,91.0
145,93.0,89.0
146,91.0,89.0
147,92.0,95.0
148,89.0,89.0
149,92.0,86.0
150,95.0,95.0
151,96.0,93.0
152,91.0,92.0
153,-51.0,92.0
154,89.0,93.0
155,92.0,94.0
156,-55.0,93.0
157,88.0,97.0
158,97.0,93.0
159,92.0,96.0
160,88.0,97.0
161,99.0,93.0
162,95.0,93.0
163,88.0,93.0
164,91.0,82.0
165,91.0,93.0
166,93.0,92.0
167,94.0,88.0
168,92.0,96.0
169,96.0,97.0
170,88.0,96.0
171,88.0,96.0
172,93.0,94.0
173,97.0,88.0
174,96.0,94.0
175,95.0,89.0
176,85.0,85.0
177,-57.0,89.0
178,87.0,95.0
179,90.0,87.0
180,98.0,84.0
181,90.0,88.0
182,92.0,91.0
183,98.0,93.0
184,93.0,98.0
185,95.0,91.0
186,87.0,96.0
187,94.0,86.0
188,94.0,98.0
189,84.0,91.0
190,97.0,93.0
191,92.0,95.0
192,93.0,90.0
193,93.0,92.0
194,95.0,93.0
195,89.0,86.0
196,-47.0,80.0
197,93.0,96.0
198,95.0,87.0
199,95.0,93.0
200,76.0,90.0
201,96.0,92.0
202,93.0,90.0
203,95.0,90.0
204,96.0,94.0
205,93.0,91.0
206,95.0,92.0
207,95.0,92.0
208,95.0,93.0
209,95.0,76.0
210,86.0,86.0
211,91.0,92.0
212,93.0,94.0
213,88.0,95.0
214,96.0,93.0
215,94.0,94.0
216,96.0,93.0
217,82.0,97.0
218,83.0,94.0
219,91.0,90.0
220,51.0,90.0
221,94.0,89.0
222,91.0,95.0
223,93.0,89.0
224,87.0,93.0
225,93.0,92.0
226,91.0,90.0
227,92.0,90.0
228,89.0,92.0
229,88.0,93.0
230,91.0,92.0
231,95.0,92.0
232,93.0,80.0
233,91.0,88.0
234,90.0,86.0
235,-50.0,88.0
236,93.0,94.0
237,92.0,88.0
238,-59.0,91.0
239,96.0,86.0
240,92.0,89.0
241,93.0,93.0
242,91.0,93.0
243,96.0,91.0
244,92.0,93.0
245,89.0,93.0
246,82.0,85.0
247,90.0,97.0
248,92.0,93.0
249,70.0,93.0
250,84.0,93.0
251,-54.0,85.0
252,-53.0,88.0
253,85.0,96.0
254,92.0,92.0
255,87.0,96.0
256,98.0,93.0
257,92.0,93.0
258,99.0,85.0
259,96.0,94.0
260,91.0,88.0
261,94.0,91.0
262,81.0,90.0
263,91.0,91.0
264,48.0,89.0
265,-57.0,91.0
266,59.0,92.0
267,92.0,93.0
268,83.0,91.0
269,78.0,91.0
270,93.0,88.0
271,91.0,87.0
272,90.0,92.0
273,87.0,88.0
274,90.0,96.0
275,95.0,88.0
276,85.0,90.0
277,88.0,91.0
278,97.0,86.0
279,94.0,90.0
280,96.0,96.0
281,68.0,91.0
282,47.0,88.0
