episode,opsdemo_reward,response_policy_accuracy,baseline_reward
157,91.0,1.0,97.0
158,89.0,1.0,93.0
159,91.0,1.0,96.0
160,94.0,1.0,97.0
161,96.0,1.0,93.0
162,89.0,1.0,93.0
163,95.0,1.0,93.0
164,99.0,1.0,82.0
165,89.0,1.0,93.0
166,93.0,1.0,92.0
167,79.0,0.42857142857142855,88.0
168,93.0,1.0,96.0
169,98.0,1.0,97.0
170,89.0,1.0,96.0
171,93.0,1.0,96.0
172,94.0,1.0,94.0
173,92.0,1.0,88.0
174,94.0,1.0,94.0
175,99.0,1.0,89.0
176,93.0,1.0,83.0
177,90.0,1.0,97.0
178,93.0,1.0,90.0
179,92.0,1.0,83.0
180,98.0,1.0,92.0
181,79.0,0.5714285714285714,92.0
182,95.0,1.0,88.0
183,96.0,1.0,92.0
184,90.0,1.0,86.0
185,95.0,1.0,83.0
186,95.0,1.0,87.0
187,97.0,1.0,87.0
188,93.0,1.0,89.0
189,99.0,1.0,95.0
190,98.0,1.0,98.0
191,91.0,1.0,93.0
192,87.0,1.0,90.0
193,95.0,1.0,97.0
194,93.0,1.0,93.0
195,95.0,1.0,88.0
196,82.0,0.5555555555555556,94.0
197,92.0,1.0,82.0
198,89.0,1.0,91.0
199,91.0,1.0,91.0
200,95.0,1.0,89.0
201,96.0,1.0,88.0
202,92.0,1.0,83.0
203,91.0,1.0,92.0
204,88.0,1.0,90.0
205,94.0,1.0,89.0
206,89.0,1.0,92.0
207,95.0,1.0,89.0
208,84.0,0.4666666666666667,92.0
209,92.0,1.0,88.0
210,91.0,1.0,88.0
211,92.0,1.0,94.0
212,93.0,1.0,97.0
213,96.0,1.0,95.0
214,98.0,1.0,88.0
215,90.0,1.0,89.0
216,96.0,1.0,86.0
217,92.0,1.0,92.0
218,93.0,1.0,91.0
219,96.0,1.0,92.0
220,88.0,1.0,94.0
221,77.0,0.5263157894736842,95.0
222,95.0,1.0,89.0
223,96.0,1.0,96.0
224,87.0,1.0,87.0
225,95.0,1.0,90.0
226,89.0,1.0,93.0
227,92.0,1.0,86.0
228,91.0,1.0,95.0
229,96.0,1.0,97.0
230,94.0,1.0,87.0
231,94.0,1.0,85.0
232,96.0,1.0,89.0
233,92.0,1.0,94.0
234,83.0,0.47058823529411764,93.0
235,87.0,1.0,89.0
236,93.0,1.0,89.0
237,92.0,1.0,93.0
238,91.0,1.0,90.0
239,92.0,1.0,95.0
240,96.0,1.0,94.0
241,91.0,1.0,94.0
242,94.0,1.0,84.0
243,97.0,1.0,95.0
244,86.0,1.0,86.0
245,94.0,0.6666666666666666,87.0
246,83.0,0.5625,94.0
247,93.0,1.0,80.0
248,92.0,1.0,95.0
249,94.0,1.0,90.0
250,94.0,1.0,91.0
251,96.0,1.0,95.0
252,95.0,1.0,92.0
253,92.0,1.0,94.0
254,99.0,1.0,93.0
255,95.0,1.0,83.0
256,97.0,1.0,94.0
257,95.0,1.0,92.0
258,98.0,1.0,86.0
259,86.0,1.0,96.0
260,97.0,1.0,93.0
261,97.0,1.0,92.0
262,76.0,0.35294117647058826,91.0
263,92.0,1.0,98.0
264,96.0,1.0,96.0
265,96.0,1.0,81.0
266,90.0,1.0,84.0
267,90.0,1.0,95.0
268,98.0,1.0,93.0
269,88.0,1.0,92.0
270,90.0,1.0,94.0
271,93.0,1.0,88.0
272,93.0,1.0,89.0
273,91.0,1.0,98.0
274,78.0,0.55,93.0
275,89.0,1.0,89.0
276,93.0,1.0,92.0
277,95.0,1.0,90.0
278,92.0,1.0,86.0
279,92.0,1.0,92.0
280,90.0,1.0,91.0
281,85.0,1.0,89.0
282,93.0,1.0,94.0
283,92.0,1.0,90.0
284,82.0,0.5,91.0
285,99.0,1.0,89.0
286,94.0,1.0,87.0
287,86.0,1.0,90.0
288,94.0,1.0,90.0
289,95.0,1.0,89.0
290,91.0,1.0,91.0
291,93.0,1.0,97.0
292,91.0,1.0,90.0
293,98.0,1.0,88.0
294,93.0,1.0,97.0
295,85.0,1.0,95.0
296,96.0,1.0,97.0
297,75.0,0.55,85.0
298,92.0,1.0,92.0
299,95.0,1.0,93.0
300,94.0,1.0,94.0
301,94.0,1.0,96.0
302,93.0,1.0,88.0
303,91.0,1.0,91.0
304,91.0,1.0,88.0
305,99.0,1.0,87.0
306,87.0,1.0,95.0
307,92.0,1.0,93.0
308,72.0,0.7142857142857143,96.0
309,92.0,1.0,87.0
310,94.0,1.0,86.0
311,89.0,1.0,84.0
312,95.0,1.0,94.0
313,93.0,1.0,94.0
314,93.0,1.0,91.0
315,91.0,1.0,88.0
316,93.0,1.0,88.0
317,95.0,1.0,87.0
318,93.0,1.0,94.0
319,92.0,1.0,93.0
320,93.0,0.7142857142857143,96.0
321,78.0,0.6,89.0
322,87.0,1.0,88.0
323,90.0,1.0,92.0
324,95.0,1.0,94.0
325,88.0,1.0,97.0
326,88.0,1.0,98.0
327,86.0,1.0,87.0
328,98.0,1.0,96.0
329,93.0,1.0,89.0
330,79.0,0.5714285714285714,95.0
331,91.0,1.0,96.0
332,90.0,1.0,88.0
333,93.0,1.0,98.0
334,92.0,1.0,95.0
335,94.0,1.0,92.0
336,93.0,1.0,93.0
337,98.0,1.0,91.0
338,87.0,1.0,95.0
339,89.0,1.0,87.0
340,89.0,1.0,93.0
341,81.0,0.21428571428571427,92.0
342,97.0,1.0,94.0
343,90.0,1.0,93.0
344,91.0,1.0,86.0
345,94.0,1.0,85.0
346,95.0,1.0,87.0
347,88.0,1.0,90.0
348,94.0,1.0,85.0
349,95.0,1.0,87.0
350,96.0,1.0,95.0
351,92.0,1.0,86.0
352,99.0,1.0,93.0
353,94.0,1.0,88.0
354,91.0,1.0,91.0
355,92.0,1.0,91.0
356,78.0,0.3888888888888889,91.0
357,95.0,1.0,87.0
358,89.0,1.0,93.0
359,90.0,1.0,87.0
360,94.0,1.0,92.0
361,91.0,1.0,91.0
362,89.0,1.0,93.0
363,91.0,1.0,85.0
364,89.0,1.0,87.0
365,71.0,0.625,89.0
366,94.0,1.0,93.0
367,91.0,1.0,89.0
368,97.0,1.0,94.0
369,93.0,1.0,88.0
370,93.0,1.0,91.0
371,93.0,1.0,93.0
372,87.0,1.0,88.0
373,89.0,1.0,87.0
374,89.0,1.0,95.0
375,91.0,1.0,93.0
376,82.0,0.35714285714285715,91.0
377,94.0,1.0,89.0
378,94.0,1.0,93.0
379,92.0,1.0,86.0
380,96.0,1.0,93.0
381,93.0,1.0,91.0
382,92.0,1.0,89.0
383,87.0,1.0,84.0
384,90.0,1.0,95.0
385,86.0,1.0,94.0
386,95.0,1.0,96.0
387,91.0,1.0,86.0
388,81.0,0.4666666666666667,83.0
389,95.0,1.0,98.0
390,96.0,1.0,92.0
391,91.0,1.0,89.0
392,88.0,1.0,93.0
393,91.0,1.0,90.0
394,91.0,1.0,91.0
395,93.0,1.0,83.0
396,94.0,1.0,93.0
397,87.0,1.0,92.0
398,90.0,1.0,99.0
399,76.0,0.55,93.0
400,85.0,1.0,88.0
401,96.0,1.0,95.0
402,99.0,1.0,98.0
403,94.0,1.0,89.0
404,95.0,1.0,92.0
405,92.0,1.0,92.0
406,87.0,1.0,93.0
407,91.0,1.0,90.0
408,91.0,1.0,96.0
409,91.0,1.0,96.0
410,78.0,0.6363636363636364,92.0
411,93.0,1.0,94.0
412,97.0,1.0,91.0
413,89.0,1.0,87.0
414,96.0,1.0,89.0
415,90.0,1.0,94.0
416,97.0,1.0,92.0
417,94.0,1.0,90.0
418,97.0,1.0,91.0
419,85.0,1.0,90.0
420,93.0,1.0,88.0
421,94.0,1.0,92.0
422,92.0,1.0,90.0
423,79.0,0.35714285714285715,94.0
424,91.0,1.0,90.0
425,90.0,1.0,86.0
426,93.0,1.0,91.0
427,90.0,1.0,94.0
428,94.0,1.0,93.0
429,90.0,1.0,85.0
430,95.0,1.0,89.0
431,90.0,1.0,77.0
432,94.0,1.0,86.0
433,91.0,1.0,93.0
434,96.0,1.0,98.0
435,80.0,0.6,96.0
436,89.0,1.0,84.0
437,97.0,1.0,85.0
438,87.0,1.0,91.0
439,97.0,1.0,76.0
440,90.0,1.0,90.0
441,90.0,1.0,91.0
442,92.0,1.0,86.0
443,98.0,1.0,89.0
444,93.0,1.0,88.0
445,92.0,1.0,83.0
446,78.0,0.6363636363636364,97.0
447,97.0,1.0,92.0
448,90.0,1.0,96.0
449,94.0,1.0,81.0
450,91.0,1.0,86.0
451,89.0,1.0,86.0
452,93.0,1.0,92.0
453,82.0,1.0,90.0
454,91.0,1.0,95.0
455,93.0,1.0,90.0
456,79.0,0.4,91.0
457,90.0,1.0,98.0
458,98.0,1.0,92.0
459,93.0,1.0,97.0
460,92.0,1.0,97.0
461,92.0,1.0,84.0
462,90.0,1.0,93.0
463,92.0,1.0,96.0
464,95.0,1.0,97.0
465,98.0,1.0,93.0
466,92.0,1.0,92.0
467,92.0,1.0,92.0
468,91.0,1.0,91.0
469,97.0,1.0,95.0
470,81.0,0.5,93.0
471,94.0,1.0,89.0
472,94.0,1.0,90.0
473,97.0,1.0,96.0
474,87.0,1.0,92.0
475,95.0,1.0,83.0
476,88.0,1.0,91.0
477,89.0,1.0,94.0
478,83.0,1.0,90.0
479,92.0,1.0,86.0
480,93.0,1.0,93.0
481,75.0,0.5,92.0
482,92.0,1.0,86.0
483,94.0,1.0,93.0
484,99.0,1.0,97.0
485,89.0,1.0,87.0
486,91.0,1.0,91.0
487,95.0,1.0,90.0
488,90.0,1.0,90.0
489,97.0,1.0,91.0
490,91.0,1.0,97.0
491,92.0,1.0,88.0
492,93.0,1.0,83.0
493,95.0,1.0,82.0
494,94.0,0.0,89.0
495,92.0,0.0,89.0
496,86.0,0.9285714285714286,89.0
497,98.0,1.0,93.0
498,91.0,1.0,89.0
499,98.0,1.0,92.0
500,91.0,1.0,94.0
501,95.0,1.0,90.0
502,86.0,1.0,85.0
503,87.0,1.0,79.0
504,96.0,1.0,97.0
505,95.0,1.0,91.0
506,92.0,1.0,89.0
507,83.0,0.5294117647058824,91.0
508,85.0,1.0,94.0
509,91.0,1.0,92.0
510,95.0,1.0,96.0
511,91.0,1.0,92.0
512,97.0,1.0,90.0
513,93.0,1.0,87.0
514,97.0,1.0,92.0
515,93.0,1.0,94.0
516,90.0,1.0,86.0
517,96.0,1.0,93.0
518,96.0,1.0,91.0
519,93.0,1.0,90.0
520,69.0,0.6,95.0
521,85.0,1.0,89.0
522,90.0,1.0,94.0
523,91.0,1.0,91.0
524,91.0,1.0,92.0
525,98.0,1.0,85.0
526,96.0,1.0,93.0
527,92.0,1.0,95.0
528,97.0,1.0,89.0
529,93.0,1.0,91.0
530,84.0,0.8666666666666667,92.0
531,87.0,0.46153846153846156,93.0
532,90.0,1.0,92.0
533,93.0,1.0,85.0
534,90.0,1.0,95.0
535,89.0,1.0,96.0
536,94.0,1.0,93.0
537,95.0,1.0,92.0
538,81.0,1.0,76.0
539,91.0,1.0,94.0
540,75.0,0.5714285714285714,95.0
541,95.0,0.0,92.0
542,94.0,0.3333333333333333,95.0
543,95.0,1.0,84.0
544,92.0,1.0,89.0
545,92.0,1.0,87.0
546,99.0,1.0,88.0
547,94.0,1.0,85.0
548,89.0,1.0,92.0
549,92.0,1.0,86.0
550,92.0,1.0,92.0
551,93.0,1.0,95.0
552,87.0,1.0,84.0
553,92.0,1.0,96.0
554,79.0,0.5789473684210527,92.0
555,88.0,1.0,95.0
556,91.0,1.0,91.0
557,87.0,1.0,96.0
558,92.0,1.0,92.0
559,92.0,1.0,96.0
560,97.0,1.0,90.0
561,90.0,1.0,97.0
562,88.0,1.0,96.0
563,74.0,0.6666666666666666,92.0
564,88.0,1.0,93.0
565,98.0,1.0,89.0
566,93.0,1.0,93.0
567,91.0,1.0,92.0
568,91.0,1.0,87.0
569,95.0,1.0,88.0
570,86.0,1.0,93.0
571,91.0,1.0,89.0
572,97.0,1.0,91.0
573,86.0,1.0,91.0
574,76.0,0.5,94.0
575,87.0,1.0,89.0
576,92.0,1.0,93.0
577,90.0,1.0,98.0
578,87.0,1.0,97.0
579,95.0,1.0,94.0
580,96.0,1.0,91.0
581,92.0,1.0,91.0
582,96.0,1.0,93.0
583,91.0,1.0,91.0
584,81.0,0.4117647058823529,91.0
585,90.0,1.0,82.0
586,90.0,1.0,88.0
587,91.0,1.0,97.0
588,93.0,1.0,97.0
589,94.0,1.0,90.0
590,91.0,1.0,90.0
591,96.0,1.0,85.0
592,92.0,1.0,92.0
593,92.0,1.0,91.0
594,92.0,1.0,85.0
595,92.0,1.0,93.0
596,78.0,0.3684210526315789,94.0
597,92.0,1.0,89.0
598,90.0,1.0,90.0
599,89.0,1.0,92.0
600,94.0,1.0,87.0
601,90.0,1.0,89.0
602,94.0,1.0,84.0
603,91.0,1.0,97.0
604,93.0,1.0,92.0
605,96.0,1.0,79.0
606,92.0,1.0,82.0
607,77.0,0.375,86.0
608,90.0,1.0,91.0
609,89.0,1.0,97.0
610,87.0,1.0,95.0
611,95.0,1.0,88.0
612,96.0,1.0,94.0
613,91.0,1.0,93.0
614,87.0,1.0,96.0
615,93.0,1.0,88.0
616,88.0,1.0,92.0
617,96.0,0.75,93.0
618,86.0,0.42857142857142855,92.0
619,92.0,1.0,92.0
620,89.0,1.0,94.0
621,87.0,1.0,94.0
622,91.0,1.0,89.0
623,91.0,1.0,89.0
624,97.0,1.0,97.0
625,87.0,1.0,98.0
626,94.0,1.0,97.0
627,86.0,1.0,90.0
628,68.0,0.2608695652173913,99.0
629,94.0,1.0,94.0
630,96.0,1.0,93.0
631,91.0,1.0,87.0
632,94.0,1.0,92.0
633,89.0,1.0,89.0
634,87.0,1.0,97.0
635,88.0,1.0,93.0
636,92.0,1.0,88.0
637,99.0,1.0,91.0
638,92.0,1.0,90.0
639,97.0,0.0,90.0
640,91.0,0.4444444444444444,96.0
641,93.0,1.0,91.0
642,90.0,1.0,95.0
643,94.0,1.0,83.0
644,89.0,1.0,94.0
645,91.0,1.0,94.0
646,92.0,1.0,87.0
647,97.0,1.0,95.0
648,98.0,1.0,91.0
649,88.0,1.0,98.0
650,98.0,1.0,91.0
651,94.0,1.0,91.0
652,94.0,1.0,92.0
653,75.0,0.4117647058823529,90.0
654,93.0,1.0,92.0
655,91.0,1.0,98.0
656,91.0,1.0,89.0
657,90.0,1.0,94.0
658,87.0,1.0,90.0
659,89.0,1.0,93.0
660,89.0,1.0,92.0
661,94.0,1.0,88.0
662,90.0,1.0,96.0
663,95.0,0.8,99.0
664,79.0,0.47619047619047616,95.0
665,90.0,1.0,83.0
666,99.0,1.0,90.0
667,88.0,1.0,86.0
668,93.0,1.0,92.0
669,93.0,1.0,95.0
670,92.0,1.0,88.0
671,90.0,1.0,98.0
672,92.0,1.0,94.0
673,90.0,1.0,89.0
674,75.0,0.55,94.0
675,94.0,1.0,96.0
676,92.0,1.0,86.0
677,96.0,1.0,89.0
678,97.0,1.0,92.0
679,85.0,1.0,82.0
680,94.0,1.0,93.0
681,95.0,1.0,96.0
682,92.0,1.0,83.0
683,95.0,1.0,95.0
684,83.0,1.0,94.0
685,95.0,1.0,97.0
686,83.0,0.5294117647058824,94.0
687,96.0,1.0,94.0
688,94.0,1.0,98.0
689,89.0,1.0,94.0
690,97.0,1.0,87.0
691,88.0,1.0,84.0
692,95.0,1.0,99.0
693,91.0,1.0,89.0
694,88.0,1.0,89.0
695,94.0,1.0,94.0
696,95.0,1.0,94.0
697,94.0,1.0,88.0
698,94.0,1.0,89.0
699,77.0,0.6521739130434783,94.0
700,95.0,1.0,92.0
701,92.0,1.0,89.0
702,94.0,1.0,88.0
703,94.0,1.0,92.0
704,90.0,1.0,95.0
705,91.0,1.0,95.0
706,90.0,1.0,90.0
707,97.0,1.0,82.0
708,95.0,1.0,87.0
709,93.0,1.0,98.0
710,92.0,1.0,88.0
711,98.0,1.0,95.0
712,82.0,0.4444444444444444,95.0
713,95.0,1.0,88.0
714,91.0,1.0,87.0
715,95.0,1.0,90.0
716,88.0,1.0,93.0
717,92.0,1.0,82.0
718,94.0,1.0,88.0
719,93.0,1.0,97.0
720,91.0,1.0,98.0
721,90.0,1.0,90.0
722,94.0,1.0,84.0
723,89.0,0.6363636363636364,95.0
724,83.0,0.5882352941176471,85.0
725,91.0,1.0,94.0
726,89.0,1.0,85.0
727,98.0,1.0,94.0
728,98.0,1.0,91.0
729,95.0,1.0,89.0
730,93.0,1.0,92.0
731,96.0,1.0,91.0
732,94.0,1.0,93.0
733,98.0,1.0,94.0
734,85.0,1.0,89.0
735,97.0,1.0,92.0
736,95.0,1.0,99.0
737,92.0,1.0,94.0
738,74.0,0.5833333333333334,87.0
739,93.0,1.0,93.0
740,98.0,1.0,92.0
741,91.0,1.0,90.0
742,89.0,1.0,97.0
743,86.0,1.0,95.0
744,88.0,1.0,87.0
745,90.0,1.0,93.0
746,93.0,1.0,94.0
747,77.0,0.5263157894736842,90.0
748,91.0,1.0,94.0
749,92.0,1.0,93.0
750,97.0,1.0,90.0
751,94.0,1.0,91.0
752,96.0,1.0,96.0
753,94.0,1.0,86.0
754,87.0,1.0,91.0
755,96.0,1.0,94.0
756,88.0,1.0,88.0
757,93.0,1.0,93.0
758,94.0,1.0,88.0
759,95.0,1.0,95.0
760,74.0,0.5909090909090909,83.0
761,94.0,1.0,93.0
762,97.0,1.0,89.0
763,92.0,1.0,96.0
764,87.0,1.0,93.0
765,89.0,1.0,87.0
766,99.0,1.0,92.0
767,92.0,1.0,87.0
768,91.0,1.0,91.0
769,93.0,1.0,95.0
770,98.0,1.0,89.0
771,97.0,1.0,99.0
772,73.0,0.6363636363636364,92.0
773,93.0,1.0,85.0
774,96.0,1.0,96.0
775,92.0,1.0,91.0
776,82.0,1.0,91.0
777,92.0,1.0,94.0
778,96.0,1.0,92.0
779,93.0,1.0,90.0
780,93.0,1.0,91.0
781,95.0,1.0,98.0
782,90.0,1.0,94.0
783,93.0,1.0,87.0
784,96.0,0.5,92.0
785,78.0,0.2222222222222222,85.0
786,92.0,1.0,85.0
787,90.0,1.0,89.0
788,93.0,1.0,92.0
789,95.0,1.0,89.0
790,97.0,1.0,97.0
791,95.0,1.0,90.0
792,91.0,1.0,83.0
793,90.0,1.0,88.0
794,94.0,1.0,87.0
795,89.0,1.0,89.0
796,74.0,0.6538461538461539,90.0
797,97.0,1.0,98.0
798,89.0,1.0,89.0
799,94.0,1.0,92.0
800,93.0,1.0,86.0
801,92.0,1.0,90.0
802,94.0,1.0,93.0
803,96.0,1.0,89.0
804,93.0,1.0,84.0
805,97.0,1.0,93.0
806,91.0,1.0,99.0
807,92.0,1.0,87.0
808,94.0,1.0,88.0
809,79.0,0.6190476190476191,99.0
810,99.0,1.0,87.0
811,94.0,1.0,97.0
812,94.0,1.0,89.0
813,97.0,1.0,92.0
814,89.0,1.0,94.0
815,93.0,1.0,96.0
816,93.0,1.0,96.0
817,92.0,1.0,86.0
818,93.0,1.0,88.0
819,95.0,1.0,97.0
820,93.0,1.0,93.0
821,92.0,1.0,88.0
822,95.0,1.0,97.0
823,78.0,0.47368421052631576,90.0
824,93.0,1.0,91.0
825,92.0,1.0,96.0
826,92.0,1.0,96.0
827,94.0,1.0,88.0
828,86.0,1.0,89.0
829,96.0,1.0,87.0
830,96.0,1.0,91.0
831,93.0,1.0,91.0
832,92.0,1.0,88.0
833,97.0,1.0,92.0
834,88.0,1.0,90.0
835,78.0,0.4,91.0
836,94.0,1.0,92.0
837,85.0,1.0,91.0
838,91.0,1.0,93.0
839,96.0,1.0,92.0
840,89.0,1.0,90.0
841,91.0,1.0,84.0
842,88.0,1.0,87.0
843,83.0,1.0,91.0
844,96.0,1.0,85.0
845,80.0,0.15384615384615385,96.0
846,89.0,1.0,91.0
847,92.0,1.0,90.0
848,91.0,1.0,94.0
849,92.0,1.0,94.0
850,99.0,1.0,82.0
851,93.0,1.0,91.0
852,92.0,1.0,97.0
853,99.0,1.0,95.0
854,93.0,1.0,92.0
855,92.0,1.0,93.0
856,94.0,1.0,92.0
857,61.0,0.7692307692307693,89.0
858,88.0,1.0,95.0
859,98.0,1.0,89.0
860,92.0,1.0,91.0
861,91.0,1.0,96.0
862,95.0,1.0,91.0
863,96.0,1.0,93.0
864,87.0,1.0,94.0
865,94.0,1.0,93.0
866,89.0,1.0,99.0
867,78.0,0.5789473684210527,94.0
868,95.0,1.0,92.0
869,91.0,1.0,93.0
870,89.0,1.0,91.0
871,98.0,1.0,95.0
872,92.0,1.0,95.0
873,93.0,1.0,92.0
874,93.0,1.0,94.0
875,93.0,1.0,87.0
876,91.0,1.0,88.0
877,90.0,1.0,89.0
878,98.0,1.0,92.0
879,66.0,0.5833333333333334,93.0
880,96.0,1.0,91.0
881,89.0,1.0,88.0
882,90.0,1.0,90.0
883,97.0,1.0,96.0
884,93.0,1.0,87.0
885,89.0,1.0,94.0
886,94.0,1.0,96.0
887,98.0,1.0,90.0
888,92.0,1.0,82.0
889,93.0,1.0,94.0
890,93.0,1.0,88.0
891,78.0,0.6190476190476191,94.0
892,93.0,1.0,93.0
893,91.0,1.0,88.0
894,96.0,1.0,95.0
895,96.0,1.0,98.0
896,91.0,1.0,91.0
897,96.0,1.0,91.0
898,91.0,1.0,95.0
899,90.0,1.0,85.0
900,94.0,1.0,89.0
901,89.0,1.0,93.0
902,97.0,1.0,91.0
903,88.0,1.0,89.0
904,80.0,0.55,94.0
905,92.0,1.0,89.0
906,90.0,1.0,90.0
907,94.0,1.0,93.0
908,89.0,1.0,95.0
909,93.0,1.0,92.0
910,92.0,1.0,90.0
911,90.0,1.0,82.0
912,88.0,1.0,89.0
913,91.0,1.0,89.0
914,77.0,0.42105263157894735,95.0
915,94.0,1.0,90.0
916,91.0,1.0,97.0
917,96.0,1.0,85.0
918,91.0,1.0,95.0
919,96.0,1.0,82.0
920,93.0,1.0,94.0
921,94.0,1.0,83.0
922,94.0,1.0,94.0
923,95.0,1.0,94.0
924,91.0,1.0,97.0
925,90.0,1.0,95.0
926,92.0,1.0,94.0
927,91.0,0.0,97.0
928,99.0,0.0,96.0
929,83.0,0.35294117647058826,98.0
930,91.0,1.0,95.0
931,93.0,1.0,86.0
932,95.0,1.0,93.0
933,95.0,1.0,84.0
934,94.0,1.0,90.0
935,89.0,1.0,92.0
936,90.0,1.0,93.0
937,83.0,1.0,96.0
938,87.0,0.23076923076923078,92.0
939,87.0,0.8461538461538461,94.0
940,91.0,1.0,91.0
941,93.0,1.0,95.0
942,92.0,1.0,88.0
943,91.0,1.0,92.0
944,89.0,1.0,83.0
945,87.0,1.0,95.0
946,94.0,1.0,97.0
947,99.0,1.0,96.0
948,87.0,1.0,95.0
949,88.0,0.16666666666666666,93.0
950,98.0,1.0,94.0
951,97.0,1.0,89.0
952,93.0,1.0,93.0
953,96.0,1.0,99.0
954,98.0,1.0,84.0
955,84.0,1.0,91.0
956,95.0,1.0,95.0
957,92.0,1.0,83.0
958,94.0,1.0,98.0
959,90.0,1.0,90.0
960,91.0,1.0,91.0
961,89.0,1.0,84.0
962,90.0,0.7,87.0
963,80.0,0.5789473684210527,89.0
964,86.0,1.0,91.0
965,92.0,1.0,96.0
966,96.0,1.0,89.0
967,92.0,1.0,91.0
968,90.0,1.0,91.0
969,88.0,1.0,91.0
970,95.0,1.0,91.0
971,94.0,1.0,97.0
